story,subject,roi,r,p,p_emp,lag,mean_r_shuffled,std_r_shuffled,z_score,TR,duration,onset,q_roi,signif_roi_fdr
merlin,sub-149,"Superior Temporal Gyrus, anterior division",-0.3799,0.0,0.0001,6,0.0008,0.0635,-5.997,1.5,886.0,33.5,0.000229,True
merlin,sub-149,"Superior Temporal Gyrus, posterior division",0.0377,0.361641,0.858814,-2,0.0003,0.0671,0.5576,1.5,886.0,33.5,0.981502,False
merlin,sub-149,"Middle Temporal Gyrus, anterior division",-0.0455,0.272165,0.780522,6,0.0011,0.0694,-0.6712,1.5,886.0,33.5,0.981502,False
merlin,sub-149,"Middle Temporal Gyrus, posterior division",-0.137,0.00087,0.0041,-2,-0.0001,0.0613,-2.2313,1.5,886.0,33.5,0.0082,True
merlin,sub-149,"Inferior Frontal Gyrus, pars triangularis",-0.5792,0.0,0.0001,6,-0.0002,0.0583,-9.9284,1.5,886.0,33.5,0.000229,True
merlin,sub-149,"Inferior Frontal Gyrus, pars opercularis",-0.5592,0.0,0.0001,6,0.0,0.0529,-10.5691,1.5,886.0,33.5,0.000229,True
merlin,sub-149,Angular Gyrus,-0.3263,0.0,0.0001,-2,-0.0002,0.0528,-6.178,1.5,886.0,33.5,0.000229,True
merlin,sub-149,"Supramarginal Gyrus, anterior division",-0.4207,0.0,0.0001,6,0.0,0.054,-7.7978,1.5,886.0,33.5,0.000229,True
merlin,sub-149,"Supramarginal Gyrus, posterior division",-0.3895,0.0,0.0001,0,-0.0011,0.0522,-7.4379,1.5,886.0,33.5,0.000229,True
merlin,sub-149,Frontal Pole,-0.0503,0.223342,0.79792,-2,-0.0001,0.0734,-0.6832,1.5,886.0,33.5,0.981502,False
merlin,sub-149,"Temporal Fusiform Cortex, anterior division",0.3799,0.0,0.0001,-2,0.001,0.0619,6.1152,1.5,886.0,33.5,0.000229,True
merlin,sub-149,"Temporal Fusiform Cortex, posterior division",0.081,0.049568,0.326167,-2,0.0012,0.0762,1.0475,1.5,886.0,33.5,0.579852,False
merlin,sub-149,"Parahippocampal Gyrus, anterior division",0.0556,0.177989,0.773423,-2,0.0009,0.0763,0.7183,1.5,886.0,33.5,0.981502,False
merlin,sub-149,"Parahippocampal Gyrus, posterior division",-0.0363,0.379254,0.854215,-2,-0.0004,0.0654,-0.5494,1.5,886.0,33.5,0.981502,False
merlin,sub-149,"Cingulate Gyrus, anterior division",-0.0106,0.79733,1.0,6,0.0001,0.0732,-0.1475,1.5,886.0,33.5,1.0,False
merlin,sub-149,"Cingulate Gyrus, posterior division",0.0112,0.786421,1.0,-2,-0.0003,0.0741,0.1558,1.5,886.0,33.5,1.0,False
merlin,sub-150,"Superior Temporal Gyrus, anterior division",-0.3984,0.0,0.0001,-1,0.0008,0.0551,-7.2433,1.5,886.0,33.5,0.000123,True
merlin,sub-150,"Superior Temporal Gyrus, posterior division",-0.4203,0.0,0.0001,0,-0.0008,0.0519,-8.0786,1.5,886.0,33.5,0.000123,True
merlin,sub-150,"Middle Temporal Gyrus, anterior division",-0.3621,0.0,0.0001,-2,-0.0002,0.0533,-6.787,1.5,886.0,33.5,0.000123,True
merlin,sub-150,"Middle Temporal Gyrus, posterior division",-0.1719,2.7e-05,0.0003,0,-0.0009,0.0621,-2.7536,1.5,886.0,33.5,0.000343,True
merlin,sub-150,"Inferior Frontal Gyrus, pars triangularis",-0.2124,0.0,0.0001,0,-0.0008,0.0721,-2.9345,1.5,886.0,33.5,0.000123,True
merlin,sub-150,"Inferior Frontal Gyrus, pars opercularis",0.3581,0.0,0.0001,-2,-0.0004,0.0542,6.6137,1.5,886.0,33.5,0.000123,True
merlin,sub-150,Angular Gyrus,0.3723,0.0,0.0001,-2,0.0003,0.0548,6.7872,1.5,886.0,33.5,0.000123,True
merlin,sub-150,"Supramarginal Gyrus, anterior division",0.3461,0.0,0.0001,-2,-0.0005,0.0574,6.0332,1.5,886.0,33.5,0.000123,True
merlin,sub-150,"Supramarginal Gyrus, posterior division",0.39,0.0,0.0001,-2,0.0007,0.0562,6.9212,1.5,886.0,33.5,0.000123,True
merlin,sub-150,Frontal Pole,-0.4129,0.0,0.0001,0,-0.0002,0.0562,-7.3402,1.5,886.0,33.5,0.000123,True
merlin,sub-150,"Temporal Fusiform Cortex, anterior division",0.3491,0.0,0.0001,6,0.0005,0.0581,6.0054,1.5,886.0,33.5,0.000123,True
merlin,sub-150,"Temporal Fusiform Cortex, posterior division",0.1188,0.004053,0.024498,6,0.0001,0.069,1.7193,1.5,886.0,33.5,0.026131,True
merlin,sub-150,"Parahippocampal Gyrus, anterior division",0.3278,0.0,0.0001,6,0.0004,0.0583,5.6197,1.5,886.0,33.5,0.000123,True
merlin,sub-150,"Parahippocampal Gyrus, posterior division",-0.2143,0.0,0.0001,-2,-0.0003,0.0672,-3.1864,1.5,886.0,33.5,0.000123,True
merlin,sub-150,"Cingulate Gyrus, anterior division",0.0603,0.144384,0.533847,-2,-0.0011,0.0691,0.8886,1.5,886.0,33.5,0.533847,False
merlin,sub-150,"Cingulate Gyrus, posterior division",0.35,0.0,0.0001,-2,0.0008,0.0594,5.8822,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Superior Temporal Gyrus, anterior division",0.0579,0.161006,0.322668,-2,-0.0,0.0553,1.0478,1.5,886.0,33.5,0.322668,False
merlin,sub-151,"Superior Temporal Gyrus, posterior division",0.3109,0.0,0.0001,-2,0.0004,0.0469,6.6155,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Middle Temporal Gyrus, anterior division",0.254,0.0,0.0001,4,0.0006,0.047,5.3918,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Middle Temporal Gyrus, posterior division",-0.3502,0.0,0.0001,-2,-0.0002,0.0501,-6.9863,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Inferior Frontal Gyrus, pars triangularis",0.2049,1e-06,0.0001,6,-0.0012,0.0679,3.0365,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Inferior Frontal Gyrus, pars opercularis",-0.4751,0.0,0.0001,-1,0.0002,0.0644,-7.3841,1.5,886.0,33.5,0.000123,True
merlin,sub-151,Angular Gyrus,-0.6746,0.0,0.0001,-2,-0.0003,0.0489,-13.7821,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Supramarginal Gyrus, anterior division",-0.6326,0.0,0.0001,4,0.0002,0.0514,-12.3222,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Supramarginal Gyrus, posterior division",-0.6743,0.0,0.0001,-2,-0.0009,0.0501,-13.4303,1.5,886.0,33.5,0.000123,True
merlin,sub-151,Frontal Pole,0.2836,0.0,0.0001,-2,0.0002,0.0545,5.1989,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Temporal Fusiform Cortex, anterior division",0.5577,0.0,0.0001,4,0.0009,0.0602,9.2474,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Temporal Fusiform Cortex, posterior division",-0.0912,0.027093,0.061694,-2,-0.0009,0.0545,-1.6555,1.5,886.0,33.5,0.065807,False
merlin,sub-151,"Parahippocampal Gyrus, anterior division",0.2737,0.0,0.0001,6,0.0006,0.0698,3.9159,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Parahippocampal Gyrus, posterior division",-0.3108,0.0,0.0001,-2,-0.0,0.0536,-5.7985,1.5,886.0,33.5,0.000123,True
merlin,sub-151,"Cingulate Gyrus, anterior division",-0.1397,0.000712,0.005799,6,0.0013,0.0734,-1.9218,1.5,886.0,33.5,0.006627,True
merlin,sub-151,"Cingulate Gyrus, posterior division",-0.6009,0.0,0.0001,-1,-0.0001,0.0573,-10.4861,1.5,886.0,33.5,0.000123,True
merlin,sub-152,"Superior Temporal Gyrus, anterior division",0.4884,0.0,0.0001,6,-0.0007,0.0543,9.0004,1.5,886.0,33.5,0.00016,True
merlin,sub-152,"Superior Temporal Gyrus, posterior division",0.5023,0.0,0.0001,6,0.0007,0.0511,9.8238,1.5,886.0,33.5,0.00016,True
merlin,sub-152,"Middle Temporal Gyrus, anterior division",0.4818,0.0,0.0001,6,-0.0002,0.0529,9.1048,1.5,886.0,33.5,0.00016,True
merlin,sub-152,"Middle Temporal Gyrus, posterior division",0.3327,0.0,0.0001,6,0.0005,0.0609,5.458,1.5,886.0,33.5,0.00016,True
merlin,sub-152,"Inferior Frontal Gyrus, pars triangularis",-0.1355,0.000985,0.005799,-2,-0.0004,0.0719,-1.8806,1.5,886.0,33.5,0.007732,True
merlin,sub-152,"Inferior Frontal Gyrus, pars opercularis",-0.3385,0.0,0.0001,6,-0.0007,0.0624,-5.4115,1.5,886.0,33.5,0.00016,True
merlin,sub-152,Angular Gyrus,-0.2435,0.0,0.0001,6,-0.0003,0.0662,-3.673,1.5,886.0,33.5,0.00016,True
merlin,sub-152,"Supramarginal Gyrus, anterior division",-0.1674,4.8e-05,0.0005,6,-0.0001,0.0668,-2.5055,1.5,886.0,33.5,0.000727,True
merlin,sub-152,"Supramarginal Gyrus, posterior division",-0.2672,0.0,0.0001,6,-0.0015,0.0654,-4.0653,1.5,886.0,33.5,0.00016,True
merlin,sub-152,Frontal Pole,0.4987,0.0,0.0001,6,0.0006,0.0611,8.1501,1.5,886.0,33.5,0.00016,True
merlin,sub-152,"Temporal Fusiform Cortex, anterior division",-0.2424,0.0,0.0001,-2,-0.001,0.0627,-3.846,1.5,886.0,33.5,0.00016,True
merlin,sub-152,"Temporal Fusiform Cortex, posterior division",0.0552,0.182875,0.59614,6,0.0011,0.0681,0.7945,1.5,886.0,33.5,0.635883,False
merlin,sub-152,"Parahippocampal Gyrus, anterior division",0.0851,0.039869,0.20158,6,0.0004,0.0699,1.2108,1.5,886.0,33.5,0.230377,False
merlin,sub-152,"Parahippocampal Gyrus, posterior division",0.1886,4e-06,0.0001,6,0.0005,0.0675,2.7893,1.5,886.0,33.5,0.00016,True
merlin,sub-152,"Cingulate Gyrus, anterior division",0.1084,0.008739,0.040596,6,-0.0007,0.0657,1.6607,1.5,886.0,33.5,0.049964,True
merlin,sub-152,"Cingulate Gyrus, posterior division",-0.0261,0.52739,0.964604,-2,-0.0009,0.0661,-0.382,1.5,886.0,33.5,0.964604,False
merlin,sub-153,"Superior Temporal Gyrus, anterior division",0.0116,0.780585,0.9997,6,-0.0005,0.0694,0.1737,1.5,886.0,33.5,0.9998,False
merlin,sub-153,"Superior Temporal Gyrus, posterior division",0.1874,5e-06,0.0002,6,0.0004,0.0661,2.828,1.5,886.0,33.5,0.000533,True
merlin,sub-153,"Middle Temporal Gyrus, anterior division",0.1561,0.000152,0.0009,6,0.0002,0.0669,2.3298,1.5,886.0,33.5,0.0018,True
merlin,sub-153,"Middle Temporal Gyrus, posterior division",-0.0716,0.082853,0.411359,-2,-0.0015,0.0724,-0.9691,1.5,886.0,33.5,0.59834,False
merlin,sub-153,"Inferior Frontal Gyrus, pars triangularis",-0.182,9e-06,0.0003,-2,0.0007,0.0689,-2.6511,1.5,886.0,33.5,0.000686,True
merlin,sub-153,"Inferior Frontal Gyrus, pars opercularis",-0.2327,0.0,0.0001,-2,0.0002,0.0619,-3.7646,1.5,886.0,33.5,0.00032,True
merlin,sub-153,Angular Gyrus,-0.2508,0.0,0.0001,-2,0.0004,0.0624,-4.0264,1.5,886.0,33.5,0.00032,True
merlin,sub-153,"Supramarginal Gyrus, anterior division",-0.219,0.0,0.0001,-2,-0.0009,0.0618,-3.5316,1.5,886.0,33.5,0.00032,True
merlin,sub-153,"Supramarginal Gyrus, posterior division",-0.24,0.0,0.0001,-2,-0.0008,0.0611,-3.9112,1.5,886.0,33.5,0.00032,True
merlin,sub-153,Frontal Pole,-0.063,0.126757,0.525247,-2,-0.0002,0.0711,-0.884,1.5,886.0,33.5,0.700329,False
merlin,sub-153,"Temporal Fusiform Cortex, anterior division",0.2221,0.0,0.0001,6,0.0002,0.062,3.5762,1.5,886.0,33.5,0.00032,True
merlin,sub-153,"Temporal Fusiform Cortex, posterior division",-0.0193,0.641765,0.9969,6,0.0009,0.071,-0.2843,1.5,886.0,33.5,0.9998,False
merlin,sub-153,"Parahippocampal Gyrus, anterior division",0.0243,0.557154,0.9958,5,-0.0001,0.0732,0.3338,1.5,886.0,33.5,0.9998,False
merlin,sub-153,"Parahippocampal Gyrus, posterior division",-0.1029,0.012865,0.075492,6,0.0009,0.0699,-1.4842,1.5,886.0,33.5,0.120787,False
merlin,sub-153,"Cingulate Gyrus, anterior division",0.0104,0.801516,0.9998,6,0.0002,0.0692,0.1476,1.5,886.0,33.5,0.9998,False
merlin,sub-153,"Cingulate Gyrus, posterior division",-0.1406,0.000627,0.0038,-2,-0.0001,0.0649,-2.1668,1.5,886.0,33.5,0.006756,True
merlin,sub-154,"Superior Temporal Gyrus, anterior division",-0.134,0.00113,0.008299,-2,0.0006,0.0659,-2.0403,1.5,886.0,33.5,0.026557,True
merlin,sub-154,"Superior Temporal Gyrus, posterior division",-0.1487,0.000297,0.0021,-2,-0.001,0.0683,-2.161,1.5,886.0,33.5,0.0084,True
merlin,sub-154,"Middle Temporal Gyrus, anterior division",-0.0553,0.180803,0.437756,-2,-0.0006,0.0609,-0.8989,1.5,886.0,33.5,0.70041,False
merlin,sub-154,"Middle Temporal Gyrus, posterior division",-0.1923,3e-06,0.0002,-2,-0.0002,0.0704,-2.7308,1.5,886.0,33.5,0.0016,True
merlin,sub-154,"Inferior Frontal Gyrus, pars triangularis",-0.1033,0.012201,0.068493,-2,-0.0008,0.0683,-1.5011,1.5,886.0,33.5,0.136986,False
merlin,sub-154,"Inferior Frontal Gyrus, pars opercularis",0.0286,0.489429,0.969403,-2,0.0012,0.0696,0.3932,1.5,886.0,33.5,0.9995,False
merlin,sub-154,Angular Gyrus,-0.1238,0.002719,0.017598,6,0.0009,0.0706,-1.7676,1.5,886.0,33.5,0.046928,True
merlin,sub-154,"Supramarginal Gyrus, anterior division",-0.058,0.161422,0.547645,6,-0.0007,0.068,-0.8431,1.5,886.0,33.5,0.796575,False
merlin,sub-154,"Supramarginal Gyrus, posterior division",-0.0817,0.048438,0.228977,6,-0.0008,0.0694,-1.1657,1.5,886.0,33.5,0.40707,False
merlin,sub-154,Frontal Pole,-0.1863,5e-06,0.0001,-2,0.0003,0.0639,-2.923,1.5,886.0,33.5,0.0016,True
merlin,sub-154,"Temporal Fusiform Cortex, anterior division",0.0435,0.293472,0.90231,6,0.0,0.074,0.5886,1.5,886.0,33.5,0.9995,False
merlin,sub-154,"Temporal Fusiform Cortex, posterior division",-0.021,0.611538,0.9988,-2,-0.0012,0.0729,-0.2718,1.5,886.0,33.5,0.9995,False
merlin,sub-154,"Parahippocampal Gyrus, anterior division",-0.1115,0.00679,0.051995,-2,0.0009,0.0751,-1.4959,1.5,886.0,33.5,0.118846,False
merlin,sub-154,"Parahippocampal Gyrus, posterior division",-0.1568,0.000143,0.0005,6,0.0006,0.071,-2.2155,1.5,886.0,33.5,0.002667,True
merlin,sub-154,"Cingulate Gyrus, anterior division",0.0158,0.701926,0.9995,-2,0.0001,0.0725,0.2166,1.5,886.0,33.5,0.9995,False
merlin,sub-154,"Cingulate Gyrus, posterior division",-0.0202,0.625735,0.9965,6,0.0002,0.0708,-0.2879,1.5,886.0,33.5,0.9995,False
notthefallintact,sub-317,"Superior Temporal Gyrus, anterior division",0.2226,1.9e-05,0.0001,-2,0.0006,0.071,3.125,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Superior Temporal Gyrus, posterior division",0.1322,0.011816,0.030297,-2,-0.0007,0.0683,1.9468,1.5,547.0,29.5,0.032317,True
notthefallintact,sub-317,"Middle Temporal Gyrus, anterior division",0.152,0.003747,0.010999,-2,-0.0008,0.0694,2.2004,1.5,547.0,29.5,0.01257,True
notthefallintact,sub-317,"Middle Temporal Gyrus, posterior division",0.2758,0.0,0.0001,-2,0.0003,0.0793,3.4718,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Inferior Frontal Gyrus, pars triangularis",0.4543,0.0,0.0001,-1,0.0008,0.0774,5.862,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Inferior Frontal Gyrus, pars opercularis",0.4091,0.0,0.0001,6,-0.0002,0.0854,4.7921,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,Angular Gyrus,-0.1364,0.009371,0.033197,-2,0.0008,0.0763,-1.7983,1.5,547.0,29.5,0.033197,True
notthefallintact,sub-317,"Supramarginal Gyrus, anterior division",0.4104,0.0,0.0001,6,0.0,0.0891,4.6075,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Supramarginal Gyrus, posterior division",0.3666,0.0,0.0001,6,0.0006,0.0892,4.1046,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,Frontal Pole,0.3316,0.0,0.0001,-2,0.0004,0.0712,4.6523,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Temporal Fusiform Cortex, anterior division",0.4431,0.0,0.0001,-2,0.0002,0.0774,5.7245,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Temporal Fusiform Cortex, posterior division",0.2852,0.0,0.0001,-1,-0.0016,0.0868,3.3034,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Parahippocampal Gyrus, anterior division",0.4367,0.0,0.0001,-2,-0.0006,0.0755,5.7943,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Parahippocampal Gyrus, posterior division",0.3269,0.0,0.0001,-2,0.0014,0.0856,3.8019,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Cingulate Gyrus, anterior division",0.4947,0.0,0.0001,-2,0.0007,0.081,6.0985,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Cingulate Gyrus, posterior division",0.3624,0.0,0.0001,6,0.0001,0.0877,4.1326,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-318,"Superior Temporal Gyrus, anterior division",0.2908,0.0,0.0001,0,0.0008,0.08,3.6261,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Superior Temporal Gyrus, posterior division",0.3315,0.0,0.0001,4,-0.0004,0.0791,4.1953,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Middle Temporal Gyrus, anterior division",0.0837,0.111093,0.373163,0,0.0005,0.0833,0.9987,1.5,547.0,29.5,0.426472,False
notthefallintact,sub-318,"Middle Temporal Gyrus, posterior division",0.0373,0.479368,0.958904,-2,0.0008,0.0865,0.4218,1.5,547.0,29.5,0.9991,False
notthefallintact,sub-318,"Inferior Frontal Gyrus, pars triangularis",0.4858,0.0,0.0001,-2,0.0011,0.0788,6.1519,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Inferior Frontal Gyrus, pars opercularis",0.6153,0.0,0.0001,-2,0.0004,0.073,8.4264,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,Angular Gyrus,0.5375,0.0,0.0001,-2,0.0005,0.0789,6.8017,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Supramarginal Gyrus, anterior division",0.5583,0.0,0.0001,-2,-0.0007,0.0756,7.3963,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Supramarginal Gyrus, posterior division",0.5498,0.0,0.0001,-2,0.0003,0.0773,7.1119,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,Frontal Pole,0.5476,0.0,0.0001,-2,0.0004,0.0802,6.819,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Temporal Fusiform Cortex, anterior division",-0.091,0.085601,0.359364,6,-0.0002,0.0886,-1.025,1.5,547.0,29.5,0.426472,False
notthefallintact,sub-318,"Temporal Fusiform Cortex, posterior division",0.0201,0.702963,0.9991,-2,-0.0003,0.0876,0.2324,1.5,547.0,29.5,0.9991,False
notthefallintact,sub-318,"Parahippocampal Gyrus, anterior division",0.3995,0.0,0.0001,-2,-0.0016,0.0808,4.964,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Parahippocampal Gyrus, posterior division",0.3975,0.0,0.0001,-2,0.0005,0.0824,4.8204,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Cingulate Gyrus, anterior division",0.5014,0.0,0.0001,-2,0.0001,0.0766,6.5485,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Cingulate Gyrus, posterior division",0.5246,0.0,0.0001,-2,-0.0017,0.0763,6.9031,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-319,"Superior Temporal Gyrus, anterior division",0.4315,0.0,0.0001,-2,0.0016,0.0811,5.3018,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Superior Temporal Gyrus, posterior division",0.1134,0.030954,0.151385,-2,-0.0004,0.0868,1.3115,1.5,547.0,29.5,0.151385,False
notthefallintact,sub-319,"Middle Temporal Gyrus, anterior division",0.3362,0.0,0.0001,-2,-0.0008,0.0856,3.9386,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Middle Temporal Gyrus, posterior division",0.4615,0.0,0.0001,0,0.0,0.0786,5.8716,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Inferior Frontal Gyrus, pars triangularis",0.4692,0.0,0.0001,-2,0.0014,0.082,5.7082,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Inferior Frontal Gyrus, pars opercularis",0.5102,0.0,0.0001,-2,-0.0002,0.0777,6.5668,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,Angular Gyrus,0.3987,0.0,0.0001,1,0.0008,0.075,5.306,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Supramarginal Gyrus, anterior division",0.4891,0.0,0.0001,0,-0.0001,0.0724,6.756,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Supramarginal Gyrus, posterior division",0.4775,0.0,0.0001,-1,0.0007,0.0727,6.5569,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,Frontal Pole,0.1945,0.000196,0.002,-2,-0.0007,0.0887,2.2007,1.5,547.0,29.5,0.002133,True
notthefallintact,sub-319,"Temporal Fusiform Cortex, anterior division",0.4652,0.0,0.0001,2,-0.0003,0.0864,5.3882,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Temporal Fusiform Cortex, posterior division",0.3402,0.0,0.0001,2,-0.0005,0.0843,4.042,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Parahippocampal Gyrus, anterior division",0.4629,0.0,0.0001,1,-0.0022,0.085,5.4698,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Parahippocampal Gyrus, posterior division",0.379,0.0,0.0001,2,0.0005,0.0854,4.4339,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Cingulate Gyrus, anterior division",0.405,0.0,0.0001,-2,-0.0003,0.0793,5.1146,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Cingulate Gyrus, posterior division",0.4159,0.0,0.0001,-2,-0.0019,0.0774,5.3959,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-320,"Superior Temporal Gyrus, anterior division",0.2318,8e-06,0.0002,2,0.001,0.0891,2.5918,1.5,547.0,29.5,0.00032,True
notthefallintact,sub-320,"Superior Temporal Gyrus, posterior division",-0.5359,0.0,0.0001,-2,-0.0004,0.0792,-6.7578,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Middle Temporal Gyrus, anterior division",-0.4888,0.0,0.0001,-2,0.0004,0.082,-5.9663,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Middle Temporal Gyrus, posterior division",0.077,0.145859,0.452255,6,0.0006,0.0833,0.9175,1.5,547.0,29.5,0.452255,False
notthefallintact,sub-320,"Inferior Frontal Gyrus, pars triangularis",0.4766,0.0,0.0001,-2,0.0007,0.082,5.8016,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Inferior Frontal Gyrus, pars opercularis",0.5045,0.0,0.0001,-2,0.0004,0.0727,6.9335,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,Angular Gyrus,0.193,0.000221,0.0019,-2,-0.0,0.0833,2.3169,1.5,547.0,29.5,0.002764,True
notthefallintact,sub-320,"Supramarginal Gyrus, anterior division",0.4229,0.0,0.0001,-2,-0.0007,0.0759,5.5789,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Supramarginal Gyrus, posterior division",0.3843,0.0,0.0001,-2,0.0001,0.0789,4.8722,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,Frontal Pole,0.1556,0.003003,0.023998,-2,0.0005,0.0946,1.6399,1.5,547.0,29.5,0.027426,True
notthefallintact,sub-320,"Temporal Fusiform Cortex, anterior division",-0.0826,0.116606,0.443656,-2,0.0016,0.0878,-0.9589,1.5,547.0,29.5,0.452255,False
notthefallintact,sub-320,"Temporal Fusiform Cortex, posterior division",0.1765,0.000716,0.005199,0,-0.0005,0.0884,2.0038,1.5,547.0,29.5,0.006932,True
notthefallintact,sub-320,"Parahippocampal Gyrus, anterior division",0.3636,0.0,0.0001,-2,0.0001,0.0837,4.3437,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Parahippocampal Gyrus, posterior division",0.1725,0.000979,0.007699,-2,0.0008,0.0897,1.9149,1.5,547.0,29.5,0.009476,True
notthefallintact,sub-320,"Cingulate Gyrus, anterior division",0.2879,0.0,0.0001,-2,0.0003,0.0874,3.2921,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Cingulate Gyrus, posterior division",0.2973,0.0,0.0001,-2,-0.0014,0.08,3.7329,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-321,"Superior Temporal Gyrus, anterior division",0.3118,0.0,0.0001,-2,0.0006,0.0749,4.1566,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Superior Temporal Gyrus, posterior division",0.391,0.0,0.0001,-2,0.0005,0.0723,5.4007,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Middle Temporal Gyrus, anterior division",0.3127,0.0,0.0001,-2,-0.0001,0.0806,3.8826,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Middle Temporal Gyrus, posterior division",0.1041,0.047814,0.177182,-2,0.0003,0.0813,1.2756,1.5,547.0,29.5,0.177182,False
notthefallintact,sub-321,"Inferior Frontal Gyrus, pars triangularis",0.4237,0.0,0.0001,-2,0.0006,0.0797,5.3128,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Inferior Frontal Gyrus, pars opercularis",0.4837,0.0,0.0001,-2,0.0004,0.076,6.3612,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,Angular Gyrus,0.3266,0.0,0.0001,6,-0.0004,0.0816,4.0082,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Supramarginal Gyrus, anterior division",0.4859,0.0,0.0001,6,0.0002,0.0761,6.3859,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Supramarginal Gyrus, posterior division",0.4417,0.0,0.0001,6,0.0008,0.0793,5.5569,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,Frontal Pole,-0.1897,0.000308,0.002,6,0.0008,0.0786,-2.4233,1.5,547.0,29.5,0.002133,True
notthefallintact,sub-321,"Temporal Fusiform Cortex, anterior division",0.2756,0.0,0.0001,-2,0.0003,0.0741,3.7158,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Temporal Fusiform Cortex, posterior division",0.3114,0.0,0.0001,-2,-0.0012,0.081,3.859,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Parahippocampal Gyrus, anterior division",0.4505,0.0,0.0001,-2,-0.0005,0.0728,6.1984,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Parahippocampal Gyrus, posterior division",0.2983,0.0,0.0001,-2,0.001,0.0803,3.7032,1.5,547.0,29.5,0.000114,True
