story,subject,roi,lag,r
merlin,sub-150,Precuneous Cortex,4,0.2169717473737789
merlin,sub-150,Precuneous Cortex,5,0.21346207063868355
merlin,sub-150,Precuneous Cortex,6,0.209947904997332
merlin,sub-150,"Temporal Fusiform Cortex, anterior division",0,0.3165235111229061
merlin,sub-150,"Temporal Fusiform Cortex, anterior division",1,0.32236434325399943
merlin,sub-150,"Temporal Fusiform Cortex, anterior division",2,0.3280831270684501
merlin,sub-150,"Temporal Fusiform Cortex, anterior division",3,0.3335866592198323
merlin,sub-150,"Temporal Fusiform Cortex, anterior division",4,0.3389740705943143
merlin,sub-150,"Temporal Fusiform Cortex, anterior division",5,0.3441230751806303
merlin,sub-150,"Temporal Fusiform Cortex, anterior division",6,0.34912855128660614
merlin,sub-150,"Temporal Fusiform Cortex, posterior division",0,0.08509391068015006
merlin,sub-150,"Temporal Fusiform Cortex, posterior division",1,0.09050934888562984
merlin,sub-150,"Temporal Fusiform Cortex, posterior division",2,0.09604994463841773
merlin,sub-150,"Temporal Fusiform Cortex, posterior division",3,0.10170436817475173
merlin,sub-150,"Temporal Fusiform Cortex, posterior division",4,0.10740860513395475
merlin,sub-150,"Temporal Fusiform Cortex, posterior division",5,0.11305315922059564
merlin,sub-150,"Temporal Fusiform Cortex, posterior division",6,0.11875848583532381
merlin,sub-150,"Parahippocampal Gyrus, anterior division",0,0.28922669782901794
merlin,sub-150,"Parahippocampal Gyrus, anterior division",1,0.2960896262090517
merlin,sub-150,"Parahippocampal Gyrus, anterior division",2,0.3028085263184351
merlin,sub-150,"Parahippocampal Gyrus, anterior division",3,0.309319982283929
merlin,sub-150,"Parahippocampal Gyrus, anterior division",4,0.31567697287059315
merlin,sub-150,"Parahippocampal Gyrus, anterior division",5,0.3217761796054427
merlin,sub-150,"Parahippocampal Gyrus, anterior division",6,0.3277794097862323
merlin,sub-150,"Parahippocampal Gyrus, posterior division",0,-0.21349579337093538
merlin,sub-150,"Parahippocampal Gyrus, posterior division",1,-0.2097822103431059
merlin,sub-150,"Parahippocampal Gyrus, posterior division",2,-0.20585286205286762
merlin,sub-150,"Parahippocampal Gyrus, posterior division",3,-0.20173782530434223
merlin,sub-150,"Parahippocampal Gyrus, posterior division",4,-0.19746858668969441
merlin,sub-150,"Parahippocampal Gyrus, posterior division",5,-0.19310841740548376
merlin,sub-150,"Parahippocampal Gyrus, posterior division",6,-0.18857412611881258
merlin,sub-150,"Cingulate Gyrus, anterior division",0,0.05183698032437159
merlin,sub-150,"Cingulate Gyrus, anterior division",1,0.05152474793222356
merlin,sub-150,"Cingulate Gyrus, anterior division",2,0.05122390942052142
merlin,sub-150,"Cingulate Gyrus, anterior division",3,0.05099286740033933
merlin,sub-150,"Cingulate Gyrus, anterior division",4,0.05066925816746784
merlin,sub-150,"Cingulate Gyrus, anterior division",5,0.05033457517794039
merlin,sub-150,"Cingulate Gyrus, anterior division",6,0.04997491764054568
merlin,sub-150,"Cingulate Gyrus, posterior division",0,0.34501469992066314
merlin,sub-150,"Cingulate Gyrus, posterior division",1,0.3423431714570503
merlin,sub-150,"Cingulate Gyrus, posterior division",2,0.3395657436990379
merlin,sub-150,"Cingulate Gyrus, posterior division",3,0.33668693351744927
merlin,sub-150,"Cingulate Gyrus, posterior division",4,0.3337129546360983
merlin,sub-150,"Cingulate Gyrus, posterior division",5,0.33070173875405473
merlin,sub-150,"Cingulate Gyrus, posterior division",6,0.32761140127899524
merlin,sub-151,"Superior Temporal Gyrus, anterior division",0,0.0576379627213741
merlin,sub-151,"Superior Temporal Gyrus, anterior division",1,0.056807603429491135
merlin,sub-151,"Superior Temporal Gyrus, anterior division",2,0.05595370447584694
merlin,sub-151,"Superior Temporal Gyrus, anterior division",3,0.055101937866973566
merlin,sub-151,"Superior Temporal Gyrus, anterior division",4,0.05422735621539068
merlin,sub-151,"Superior Temporal Gyrus, anterior division",5,0.05336806115702239
merlin,sub-151,"Superior Temporal Gyrus, anterior division",6,0.05251004796800057
merlin,sub-151,"Superior Temporal Gyrus, posterior division",0,0.3097275275866149
merlin,sub-151,"Superior Temporal Gyrus, posterior division",1,0.30950124743773216
merlin,sub-151,"Superior Temporal Gyrus, posterior division",2,0.3090828857892309
merlin,sub-151,"Superior Temporal Gyrus, posterior division",3,0.3084773940197185
merlin,sub-151,"Superior Temporal Gyrus, posterior division",4,0.3077107900238634
merlin,sub-151,"Superior Temporal Gyrus, posterior division",5,0.30685140233745545
merlin,sub-151,"Superior Temporal Gyrus, posterior division",6,0.3058285946055762
merlin,sub-151,"Middle Temporal Gyrus, anterior division",0,0.25309367309752423
merlin,sub-151,"Middle Temporal Gyrus, anterior division",1,0.2535663679665975
merlin,sub-151,"Middle Temporal Gyrus, anterior division",2,0.2538910692290012
merlin,sub-151,"Middle Temporal Gyrus, anterior division",3,0.25402520595452227
merlin,sub-151,"Middle Temporal Gyrus, anterior division",4,0.2540277119994766
merlin,sub-151,"Middle Temporal Gyrus, anterior division",5,0.25389021321954164
merlin,sub-151,"Middle Temporal Gyrus, anterior division",6,0.2536565648781905
merlin,sub-151,"Middle Temporal Gyrus, posterior division",0,-0.3475182041613728
merlin,sub-151,"Middle Temporal Gyrus, posterior division",1,-0.34612451182438086
merlin,sub-151,"Middle Temporal Gyrus, posterior division",2,-0.3446535206240261
merlin,sub-151,"Middle Temporal Gyrus, posterior division",3,-0.3430962337763943
merlin,sub-151,"Middle Temporal Gyrus, posterior division",4,-0.34143822608691654
merlin,sub-151,"Middle Temporal Gyrus, posterior division",5,-0.3396751349180328
merlin,sub-151,"Middle Temporal Gyrus, posterior division",6,-0.3378103210831717
merlin,sub-151,"Inferior Frontal Gyrus, pars triangularis",0,0.19585912199797564
merlin,sub-151,"Inferior Frontal Gyrus, pars triangularis",1,0.1968654593159829
merlin,sub-151,"Inferior Frontal Gyrus, pars triangularis",2,0.19804493943307588
merlin,sub-151,"Inferior Frontal Gyrus, pars triangularis",3,0.19940322253093187
merlin,sub-151,"Inferior Frontal Gyrus, pars triangularis",4,0.201033695744734
merlin,sub-151,"Inferior Frontal Gyrus, pars triangularis",5,0.202864948351037
merlin,sub-151,"Inferior Frontal Gyrus, pars triangularis",6,0.20492374923456472
merlin,sub-151,"Inferior Frontal Gyrus, pars opercularis",0,-0.47457961038575674
merlin,sub-151,"Inferior Frontal Gyrus, pars opercularis",1,-0.47394226582854465
merlin,sub-151,"Inferior Frontal Gyrus, pars opercularis",2,-0.47284708268586173
merlin,sub-151,"Inferior Frontal Gyrus, pars opercularis",3,-0.4713471961670931
merlin,sub-151,"Inferior Frontal Gyrus, pars opercularis",4,-0.46937659854895586
merlin,sub-151,"Inferior Frontal Gyrus, pars opercularis",5,-0.4671337477122436
merlin,sub-151,"Inferior Frontal Gyrus, pars opercularis",6,-0.46429948006115945
merlin,sub-151,Angular Gyrus,0,-0.6717301010306778
merlin,sub-151,Angular Gyrus,1,-0.6706620118224007
merlin,sub-151,Angular Gyrus,2,-0.6692817038154233
merlin,sub-151,Angular Gyrus,3,-0.6676135088385864
merlin,sub-151,Angular Gyrus,4,-0.6658529869129661
merlin,sub-151,Angular Gyrus,5,-0.6637196728217579
merlin,sub-151,Angular Gyrus,6,-0.6613905887752967
merlin,sub-151,"Supramarginal Gyrus, anterior division",0,-0.6303317596650762
merlin,sub-151,"Supramarginal Gyrus, anterior division",1,-0.6314433941262181
merlin,sub-151,"Supramarginal Gyrus, anterior division",2,-0.6320736073307368
merlin,sub-151,"Supramarginal Gyrus, anterior division",3,-0.6324750062409529
merlin,sub-151,"Supramarginal Gyrus, anterior division",4,-0.6325745524246101
merlin,sub-151,"Supramarginal Gyrus, anterior division",5,-0.6324587596369627
merlin,sub-151,"Supramarginal Gyrus, anterior division",6,-0.631615866414635
merlin,sub-151,"Supramarginal Gyrus, posterior division",0,-0.6726826870960425
merlin,sub-151,"Supramarginal Gyrus, posterior division",1,-0.672742209201662
merlin,sub-151,"Supramarginal Gyrus, posterior division",2,-0.6722743944697662
merlin,sub-151,"Supramarginal Gyrus, posterior division",3,-0.671524832164
merlin,sub-151,"Supramarginal Gyrus, posterior division",4,-0.6706027110220178
merlin,sub-151,"Supramarginal Gyrus, posterior division",5,-0.669458134292077
merlin,sub-151,"Supramarginal Gyrus, posterior division",6,-0.6677089334539382
merlin,sub-151,Frontal Pole,0,0.28200982456524354
merlin,sub-151,Frontal Pole,1,0.28245337353461564
merlin,sub-151,Frontal Pole,2,0.2827366128164195
merlin,sub-151,Frontal Pole,3,0.2829037854841078
merlin,sub-151,Frontal Pole,4,0.28306695815999494
merlin,sub-151,Frontal Pole,5,0.2831092499283636
merlin,sub-151,Frontal Pole,6,0.282997963594145
merlin,sub-151,Precuneous Cortex,0,-0.641879109243042
merlin,sub-151,Precuneous Cortex,1,-0.6403115418971084
merlin,sub-151,Precuneous Cortex,2,-0.6383663441459873
merlin,sub-151,Precuneous Cortex,3,-0.6361807322170483
merlin,sub-151,Precuneous Cortex,4,-0.6338705550423829
merlin,sub-151,Precuneous Cortex,5,-0.6312020613252807
merlin,sub-151,Precuneous Cortex,6,-0.6284162230276167
merlin,sub-151,"Temporal Fusiform Cortex, anterior division",0,0.5561343684011967
merlin,sub-151,"Temporal Fusiform Cortex, anterior division",1,0.5568217330493124
merlin,sub-151,"Temporal Fusiform Cortex, anterior division",2,0.5573290821773
merlin,sub-151,"Temporal Fusiform Cortex, anterior division",3,0.5575704495023706
merlin,sub-151,"Temporal Fusiform Cortex, anterior division",4,0.5576590214412764
merlin,sub-151,"Temporal Fusiform Cortex, anterior division",5,0.5574819013081669
merlin,sub-151,"Temporal Fusiform Cortex, anterior division",6,0.557240061246607
merlin,sub-151,"Temporal Fusiform Cortex, posterior division",0,-0.08935929681810711
merlin,sub-151,"Temporal Fusiform Cortex, posterior division",1,-0.08770688981688467
merlin,sub-151,"Temporal Fusiform Cortex, posterior division",2,-0.08614534735374747
merlin,sub-151,"Temporal Fusiform Cortex, posterior division",3,-0.08461844177343551
merlin,sub-151,"Temporal Fusiform Cortex, posterior division",4,-0.08313072841765566
merlin,sub-151,"Temporal Fusiform Cortex, posterior division",5,-0.08158853478493959
merlin,sub-151,"Temporal Fusiform Cortex, posterior division",6,-0.08011374328544218
merlin,sub-151,"Parahippocampal Gyrus, anterior division",0,0.2699654790824284
merlin,sub-151,"Parahippocampal Gyrus, anterior division",1,0.2704843250427847
merlin,sub-151,"Parahippocampal Gyrus, anterior division",2,0.27101320806561685
merlin,sub-151,"Parahippocampal Gyrus, anterior division",3,0.27161259647281477
merlin,sub-151,"Parahippocampal Gyrus, anterior division",4,0.2722264982538925
merlin,sub-151,"Parahippocampal Gyrus, anterior division",5,0.27293756540634373
merlin,sub-151,"Parahippocampal Gyrus, anterior division",6,0.27370840384688366
merlin,sub-151,"Parahippocampal Gyrus, posterior division",0,-0.3074529830754181
merlin,sub-151,"Parahippocampal Gyrus, posterior division",1,-0.3049971266036934
merlin,sub-151,"Parahippocampal Gyrus, posterior division",2,-0.3025196781373918
merlin,sub-151,"Parahippocampal Gyrus, posterior division",3,-0.2999360938011777
merlin,sub-151,"Parahippocampal Gyrus, posterior division",4,-0.2972768194814893
merlin,sub-151,"Parahippocampal Gyrus, posterior division",5,-0.2945023298630122
merlin,sub-151,"Parahippocampal Gyrus, posterior division",6,-0.2916364949199348
merlin,sub-151,"Cingulate Gyrus, anterior division",0,-0.13485751447985433
merlin,sub-151,"Cingulate Gyrus, anterior division",1,-0.13639187815571108
merlin,sub-151,"Cingulate Gyrus, anterior division",2,-0.13780068470461176
merlin,sub-151,"Cingulate Gyrus, anterior division",3,-0.13883145650648426
merlin,sub-151,"Cingulate Gyrus, anterior division",4,-0.1395076333178234
merlin,sub-151,"Cingulate Gyrus, anterior division",5,-0.13967342312593206
merlin,sub-151,"Cingulate Gyrus, anterior division",6,-0.1396859317109122
merlin,sub-151,"Cingulate Gyrus, posterior division",0,-0.6006287064816773
merlin,sub-151,"Cingulate Gyrus, posterior division",1,-0.6001052295501752
merlin,sub-151,"Cingulate Gyrus, posterior division",2,-0.5989463960559684
merlin,sub-151,"Cingulate Gyrus, posterior division",3,-0.5975612972788438
merlin,sub-151,"Cingulate Gyrus, posterior division",4,-0.595951485858722
merlin,sub-151,"Cingulate Gyrus, posterior division",5,-0.5941655482688344
merlin,sub-151,"Cingulate Gyrus, posterior division",6,-0.5919259331874703
merlin,sub-152,"Superior Temporal Gyrus, anterior division",0,0.4822538240189658
merlin,sub-152,"Superior Temporal Gyrus, anterior division",1,0.4833142320823858
merlin,sub-152,"Superior Temporal Gyrus, anterior division",2,0.4844714518383083
merlin,sub-152,"Superior Temporal Gyrus, anterior division",3,0.48560570485462173
merlin,sub-152,"Superior Temporal Gyrus, anterior division",4,0.4863812114857831
merlin,sub-152,"Superior Temporal Gyrus, anterior division",5,0.48746193601501564
merlin,sub-152,"Superior Temporal Gyrus, anterior division",6,0.48842256994604666
merlin,sub-152,"Superior Temporal Gyrus, posterior division",0,0.4870990165843472
merlin,sub-152,"Superior Temporal Gyrus, posterior division",1,0.4894879369703843
merlin,sub-152,"Superior Temporal Gyrus, posterior division",2,0.49210952185646917
merlin,sub-152,"Superior Temporal Gyrus, posterior division",3,0.49471740624623595
merlin,sub-152,"Superior Temporal Gyrus, posterior division",4,0.49715276581008705
merlin,sub-152,"Superior Temporal Gyrus, posterior division",5,0.49974057030433516
merlin,sub-152,"Superior Temporal Gyrus, posterior division",6,0.5023161198328157
merlin,sub-152,"Middle Temporal Gyrus, anterior division",0,0.4679676405408887
merlin,sub-152,"Middle Temporal Gyrus, anterior division",1,0.47032025229162494
merlin,sub-152,"Middle Temporal Gyrus, anterior division",2,0.47274804687905764
merlin,sub-152,"Middle Temporal Gyrus, anterior division",3,0.47513814947155436
merlin,sub-152,"Middle Temporal Gyrus, anterior division",4,0.47730814524135956
merlin,sub-152,"Middle Temporal Gyrus, anterior division",5,0.47963321750337085
merlin,sub-152,"Middle Temporal Gyrus, anterior division",6,0.48183992334955267
merlin,sub-152,"Middle Temporal Gyrus, posterior division",0,0.3206950772196149
merlin,sub-152,"Middle Temporal Gyrus, posterior division",1,0.32315429709318844
merlin,sub-152,"Middle Temporal Gyrus, posterior division",2,0.32548200003659494
merlin,sub-152,"Middle Temporal Gyrus, posterior division",3,0.3280106681827477
merlin,sub-152,"Middle Temporal Gyrus, posterior division",4,0.3297578987682152
merlin,sub-152,"Middle Temporal Gyrus, posterior division",5,0.33133793718714266
merlin,sub-152,"Middle Temporal Gyrus, posterior division",6,0.3326715981041078
merlin,sub-152,"Inferior Frontal Gyrus, pars triangularis",0,-0.12933865713842888
merlin,sub-152,"Inferior Frontal Gyrus, pars triangularis",1,-0.12872170448064352
merlin,sub-152,"Inferior Frontal Gyrus, pars triangularis",2,-0.1286194202661669
merlin,sub-152,"Inferior Frontal Gyrus, pars triangularis",3,-0.12858594575971655
merlin,sub-152,"Inferior Frontal Gyrus, pars triangularis",4,-0.12805565373877917
merlin,sub-152,"Inferior Frontal Gyrus, pars triangularis",5,-0.1276671123629254
merlin,sub-152,"Inferior Frontal Gyrus, pars triangularis",6,-0.1275395181595122
merlin,sub-152,"Inferior Frontal Gyrus, pars opercularis",0,-0.3286968448008272
merlin,sub-152,"Inferior Frontal Gyrus, pars opercularis",1,-0.3295210430132042
merlin,sub-152,"Inferior Frontal Gyrus, pars opercularis",2,-0.33144155417504484
merlin,sub-152,"Inferior Frontal Gyrus, pars opercularis",3,-0.3340139318120795
merlin,sub-152,"Inferior Frontal Gyrus, pars opercularis",4,-0.3351364585202359
merlin,sub-152,"Inferior Frontal Gyrus, pars opercularis",5,-0.3365093805557962
merlin,sub-152,"Inferior Frontal Gyrus, pars opercularis",6,-0.3385196934799596
merlin,sub-152,Angular Gyrus,0,-0.22946653938859124
merlin,sub-152,Angular Gyrus,1,-0.2308320930475282
merlin,sub-152,Angular Gyrus,2,-0.23251550194460147
merlin,sub-152,Angular Gyrus,3,-0.23531949456299325
merlin,sub-152,Angular Gyrus,4,-0.23757916421693284
merlin,sub-152,Angular Gyrus,5,-0.24048728735283117
merlin,sub-152,Angular Gyrus,6,-0.24352327814312785
merlin,sub-152,"Supramarginal Gyrus, anterior division",0,-0.13868995506514736
merlin,sub-152,"Supramarginal Gyrus, anterior division",1,-0.14222562647604975
merlin,sub-152,"Supramarginal Gyrus, anterior division",2,-0.1462780699726881
merlin,sub-152,"Supramarginal Gyrus, anterior division",3,-0.15162397169314823
merlin,sub-152,"Supramarginal Gyrus, anterior division",4,-0.15620714942994307
merlin,sub-152,"Supramarginal Gyrus, anterior division",5,-0.16164010032872111
merlin,sub-152,"Supramarginal Gyrus, anterior division",6,-0.1673687809947983
merlin,sub-152,"Supramarginal Gyrus, posterior division",0,-0.24112770558097546
merlin,sub-152,"Supramarginal Gyrus, posterior division",1,-0.24452836748446422
merlin,sub-152,"Supramarginal Gyrus, posterior division",2,-0.2482209170982488
merlin,sub-152,"Supramarginal Gyrus, posterior division",3,-0.252947186793027
merlin,sub-152,"Supramarginal Gyrus, posterior division",4,-0.2572188126933419
merlin,sub-152,"Supramarginal Gyrus, posterior division",5,-0.2621535163706073
merlin,sub-152,"Supramarginal Gyrus, posterior division",6,-0.26724624466191593
merlin,sub-152,Frontal Pole,0,0.4802585443964716
merlin,sub-152,Frontal Pole,1,0.48352368977734805
merlin,sub-152,Frontal Pole,2,0.48707727183030447
merlin,sub-152,Frontal Pole,3,0.49052073414565794
merlin,sub-152,Frontal Pole,4,0.4933189436553704
merlin,sub-152,Frontal Pole,5,0.496082499915181
merlin,sub-152,Frontal Pole,6,0.4987290072678515
merlin,sub-152,Precuneous Cortex,0,-0.02335309473303039
merlin,sub-152,Precuneous Cortex,1,-0.020996103448068473
merlin,sub-152,Precuneous Cortex,2,-0.01939274108541153
merlin,sub-152,Precuneous Cortex,3,-0.018664549558654625
merlin,sub-152,Precuneous Cortex,4,-0.017804995022949133
merlin,sub-152,Precuneous Cortex,5,-0.017528342371159383
merlin,sub-152,Precuneous Cortex,6,-0.017492795669159567
merlin,sub-152,"Temporal Fusiform Cortex, anterior division",0,-0.2419985845859934
merlin,sub-152,"Temporal Fusiform Cortex, anterior division",1,-0.24088309356317425
merlin,sub-152,"Temporal Fusiform Cortex, anterior division",2,-0.24020687488009274
merlin,sub-152,"Temporal Fusiform Cortex, anterior division",3,-0.24072953300380642
merlin,sub-152,"Temporal Fusiform Cortex, anterior division",4,-0.24010287233521072
merlin,sub-152,"Temporal Fusiform Cortex, anterior division",5,-0.239653412070509
merlin,sub-152,"Temporal Fusiform Cortex, anterior division",6,-0.23947923466564605
merlin,sub-152,"Temporal Fusiform Cortex, posterior division",0,0.049659884364752244
merlin,sub-152,"Temporal Fusiform Cortex, posterior division",1,0.051186388134544555
merlin,sub-152,"Temporal Fusiform Cortex, posterior division",2,0.05241729229532592
merlin,sub-152,"Temporal Fusiform Cortex, posterior division",3,0.053646559319274575
merlin,sub-152,"Temporal Fusiform Cortex, posterior division",4,0.05447111531852741
merlin,sub-152,"Temporal Fusiform Cortex, posterior division",5,0.05497011537887633
merlin,sub-152,"Temporal Fusiform Cortex, posterior division",6,0.05519042636089058
merlin,sub-152,"Parahippocampal Gyrus, anterior division",0,0.06710242696131612
merlin,sub-152,"Parahippocampal Gyrus, anterior division",1,0.07043214631496095
merlin,sub-152,"Parahippocampal Gyrus, anterior division",2,0.07363411491038145
merlin,sub-152,"Parahippocampal Gyrus, anterior division",3,0.07694201497886913
merlin,sub-152,"Parahippocampal Gyrus, anterior division",4,0.07986148120485603
merlin,sub-152,"Parahippocampal Gyrus, anterior division",5,0.0825591965038719
merlin,sub-152,"Parahippocampal Gyrus, anterior division",6,0.08506592538976263
merlin,sub-152,"Parahippocampal Gyrus, posterior division",0,0.17559498576393084
merlin,sub-152,"Parahippocampal Gyrus, posterior division",1,0.17826205859868102
merlin,sub-152,"Parahippocampal Gyrus, posterior division",2,0.18076375441437623
merlin,sub-152,"Parahippocampal Gyrus, posterior division",3,0.18456272156353623
merlin,sub-152,"Parahippocampal Gyrus, posterior division",4,0.18623780483062344
merlin,sub-152,"Parahippocampal Gyrus, posterior division",5,0.1875393118183431
merlin,sub-152,"Parahippocampal Gyrus, posterior division",6,0.18860075720368924
merlin,sub-152,"Cingulate Gyrus, anterior division",0,0.09783147047095292
merlin,sub-152,"Cingulate Gyrus, anterior division",1,0.10020466153676627
merlin,sub-152,"Cingulate Gyrus, anterior division",2,0.10231005524453356
merlin,sub-152,"Cingulate Gyrus, anterior division",3,0.10440000663059809
merlin,sub-152,"Cingulate Gyrus, anterior division",4,0.1060080336063562
merlin,sub-152,"Cingulate Gyrus, anterior division",5,0.10731466827295223
merlin,sub-152,"Cingulate Gyrus, anterior division",6,0.10841299396592136
merlin,sub-152,"Cingulate Gyrus, posterior division",0,-0.02213278816660219
merlin,sub-152,"Cingulate Gyrus, posterior division",1,-0.021010142126702297
merlin,sub-152,"Cingulate Gyrus, posterior division",2,-0.020446490927404
merlin,sub-152,"Cingulate Gyrus, posterior division",3,-0.020587575520725945
merlin,sub-152,"Cingulate Gyrus, posterior division",4,-0.020482724415318176
merlin,sub-152,"Cingulate Gyrus, posterior division",5,-0.020946146669375207
merlin,sub-152,"Cingulate Gyrus, posterior division",6,-0.021810397551114483
merlin,sub-153,"Superior Temporal Gyrus, anterior division",0,-0.0012648370650143667
merlin,sub-153,"Superior Temporal Gyrus, anterior division",1,0.0012052217948720079
merlin,sub-153,"Superior Temporal Gyrus, anterior division",2,0.0038130864807063153
merlin,sub-153,"Superior Temporal Gyrus, anterior division",3,0.0062096575936919605
merlin,sub-153,"Superior Temporal Gyrus, anterior division",4,0.008218269785197161
merlin,sub-153,"Superior Temporal Gyrus, anterior division",5,0.009985139217811936
merlin,sub-153,"Superior Temporal Gyrus, anterior division",6,0.011552074653751153
merlin,sub-153,"Superior Temporal Gyrus, posterior division",0,0.1594674108897727
merlin,sub-153,"Superior Temporal Gyrus, posterior division",1,0.1640685183504934
merlin,sub-153,"Superior Temporal Gyrus, posterior division",2,0.16886028884715149
merlin,sub-153,"Superior Temporal Gyrus, posterior division",3,0.17343075792717388
merlin,sub-153,"Superior Temporal Gyrus, posterior division",4,0.17769009685928902
merlin,sub-153,"Superior Temporal Gyrus, posterior division",5,0.18209310807837908
merlin,sub-153,"Superior Temporal Gyrus, posterior division",6,0.18738748764389207
merlin,sub-153,"Middle Temporal Gyrus, anterior division",0,0.12930091271661626
merlin,sub-153,"Middle Temporal Gyrus, anterior division",1,0.133590774602197
merlin,sub-153,"Middle Temporal Gyrus, anterior division",2,0.13811420488483533
merlin,sub-153,"Middle Temporal Gyrus, anterior division",3,0.14242652467172998
merlin,sub-153,"Middle Temporal Gyrus, anterior division",4,0.14653073101268843
merlin,sub-153,"Middle Temporal Gyrus, anterior division",5,0.15085897683565155
merlin,sub-153,"Middle Temporal Gyrus, anterior division",6,0.1560817582987823
merlin,sub-153,"Middle Temporal Gyrus, posterior division",0,-0.06548101387837138
merlin,sub-153,"Middle Temporal Gyrus, posterior division",1,-0.06414149201459918
merlin,sub-153,"Middle Temporal Gyrus, posterior division",2,-0.06270232171835788
merlin,sub-153,"Middle Temporal Gyrus, posterior division",3,-0.06117792981998146
merlin,sub-153,"Middle Temporal Gyrus, posterior division",4,-0.05992383669585198
merlin,sub-153,"Middle Temporal Gyrus, posterior division",5,-0.05869605629134996
merlin,sub-153,"Middle Temporal Gyrus, posterior division",6,-0.05809323343366214
merlin,sub-153,"Inferior Frontal Gyrus, pars triangularis",0,-0.17634124722592479
merlin,sub-153,"Inferior Frontal Gyrus, pars triangularis",1,-0.17391657230124732
merlin,sub-153,"Inferior Frontal Gyrus, pars triangularis",2,-0.17138451371633237
merlin,sub-153,"Inferior Frontal Gyrus, pars triangularis",3,-0.16861273147256
merlin,sub-153,"Inferior Frontal Gyrus, pars triangularis",4,-0.16581397637372183
merlin,sub-153,"Inferior Frontal Gyrus, pars triangularis",5,-0.16326618524301
merlin,sub-153,"Inferior Frontal Gyrus, pars triangularis",6,-0.1608339439986283
merlin,sub-153,"Inferior Frontal Gyrus, pars opercularis",0,-0.22542258783908065
merlin,sub-153,"Inferior Frontal Gyrus, pars opercularis",1,-0.22338746227239573
merlin,sub-153,"Inferior Frontal Gyrus, pars opercularis",2,-0.22142955977204176
merlin,sub-153,"Inferior Frontal Gyrus, pars opercularis",3,-0.2193284015116407
merlin,sub-153,"Inferior Frontal Gyrus, pars opercularis",4,-0.21695692135661704
merlin,sub-153,"Inferior Frontal Gyrus, pars opercularis",5,-0.21457044244856938
merlin,sub-153,"Inferior Frontal Gyrus, pars opercularis",6,-0.21217795307121082
merlin,sub-153,Angular Gyrus,0,-0.24509026555386476
merlin,sub-153,Angular Gyrus,1,-0.24461218982884658
merlin,sub-153,Angular Gyrus,2,-0.24400243013615192
merlin,sub-153,Angular Gyrus,3,-0.24350363659455204
merlin,sub-153,Angular Gyrus,4,-0.24253853283665344
merlin,sub-153,Angular Gyrus,5,-0.24159447283660213
merlin,sub-153,Angular Gyrus,6,-0.24037112986659287
merlin,sub-153,"Supramarginal Gyrus, anterior division",0,-0.21398895244886593
merlin,sub-153,"Supramarginal Gyrus, anterior division",1,-0.21286660199976945
merlin,sub-153,"Supramarginal Gyrus, anterior division",2,-0.21166148204070628
merlin,sub-153,"Supramarginal Gyrus, anterior division",3,-0.2103259482306118
merlin,sub-153,"Supramarginal Gyrus, anterior division",4,-0.2088406258363371
merlin,sub-153,"Supramarginal Gyrus, anterior division",5,-0.207279904129501
merlin,sub-153,"Supramarginal Gyrus, anterior division",6,-0.20576845312811118
merlin,sub-153,"Supramarginal Gyrus, posterior division",0,-0.23308192026749236
merlin,sub-153,"Supramarginal Gyrus, posterior division",1,-0.23225059622451732
merlin,sub-153,"Supramarginal Gyrus, posterior division",2,-0.23122872566909367
merlin,sub-153,"Supramarginal Gyrus, posterior division",3,-0.23012560436627588
merlin,sub-153,"Supramarginal Gyrus, posterior division",4,-0.22861954636410373
merlin,sub-153,"Supramarginal Gyrus, posterior division",5,-0.2269875944325813
merlin,sub-153,"Supramarginal Gyrus, posterior division",6,-0.22521921737856204
merlin,sub-153,Frontal Pole,0,-0.055747995964936264
merlin,sub-153,Frontal Pole,1,-0.052925794627083474
merlin,sub-153,Frontal Pole,2,-0.050110596958307815
merlin,sub-153,Frontal Pole,3,-0.04737951947641125
merlin,sub-153,Frontal Pole,4,-0.045010094960094206
merlin,sub-153,Frontal Pole,5,-0.042919945119784024
merlin,sub-153,Frontal Pole,6,-0.04131082335635939
merlin,sub-153,Precuneous Cortex,0,-0.1754914444710858
merlin,sub-153,Precuneous Cortex,1,-0.17632433660788635
merlin,sub-153,Precuneous Cortex,2,-0.17718994129141902
merlin,sub-153,Precuneous Cortex,3,-0.178245177373076
merlin,sub-153,Precuneous Cortex,4,-0.17906310598217687
merlin,sub-153,Precuneous Cortex,5,-0.1798720123568269
merlin,sub-153,Precuneous Cortex,6,-0.18081693430780083
merlin,sub-153,"Temporal Fusiform Cortex, anterior division",0,0.21037553790421865
merlin,sub-153,"Temporal Fusiform Cortex, anterior division",1,0.21227687443168955
merlin,sub-153,"Temporal Fusiform Cortex, anterior division",2,0.21416401619695116
merlin,sub-153,"Temporal Fusiform Cortex, anterior division",3,0.21583431388586494
merlin,sub-153,"Temporal Fusiform Cortex, anterior division",4,0.21770715192740664
merlin,sub-153,"Temporal Fusiform Cortex, anterior division",5,0.22008549242928965
merlin,sub-153,"Temporal Fusiform Cortex, anterior division",6,0.22208085492079585
merlin,sub-153,"Temporal Fusiform Cortex, posterior division",0,-0.015435361512428624
merlin,sub-153,"Temporal Fusiform Cortex, posterior division",1,-0.01572137879638933
