story,subject,roi,lag,r
lucy,sub-058,"Superior Temporal Gyrus, anterior division",1,0.34260675778955013
lucy,sub-058,"Superior Temporal Gyrus, anterior division",2,0.345790647023145
lucy,sub-058,"Superior Temporal Gyrus, anterior division",3,0.3489324998283088
lucy,sub-058,"Superior Temporal Gyrus, anterior division",4,0.3518362079327283
lucy,sub-058,"Superior Temporal Gyrus, anterior division",5,0.35455958744931665
lucy,sub-058,"Superior Temporal Gyrus, anterior division",6,0.3571310954609827
lucy,sub-058,"Superior Temporal Gyrus, posterior division",0,-0.10092312148619403
lucy,sub-058,"Superior Temporal Gyrus, posterior division",1,-0.09963905441259509
lucy,sub-058,"Superior Temporal Gyrus, posterior division",2,-0.09792582869162655
lucy,sub-058,"Superior Temporal Gyrus, posterior division",3,-0.09616763170017648
lucy,sub-058,"Superior Temporal Gyrus, posterior division",4,-0.09421099719772044
lucy,sub-058,"Superior Temporal Gyrus, posterior division",5,-0.09215336377636378
lucy,sub-058,"Superior Temporal Gyrus, posterior division",6,-0.0899942335365291
lucy,sub-058,"Middle Temporal Gyrus, anterior division",0,0.12112472316625786
lucy,sub-058,"Middle Temporal Gyrus, anterior division",1,0.1199986235530146
lucy,sub-058,"Middle Temporal Gyrus, anterior division",2,0.11927074544911422
lucy,sub-058,"Middle Temporal Gyrus, anterior division",3,0.11834535904592472
lucy,sub-058,"Middle Temporal Gyrus, anterior division",4,0.11794644966844083
lucy,sub-058,"Middle Temporal Gyrus, anterior division",5,0.11765344770544724
lucy,sub-058,"Middle Temporal Gyrus, anterior division",6,0.11723640619733165
lucy,sub-058,"Middle Temporal Gyrus, posterior division",0,0.4392322606645753
lucy,sub-058,"Middle Temporal Gyrus, posterior division",1,0.44079757443969037
lucy,sub-058,"Middle Temporal Gyrus, posterior division",2,0.44170473106723346
lucy,sub-058,"Middle Temporal Gyrus, posterior division",3,0.4428188964102582
lucy,sub-058,"Middle Temporal Gyrus, posterior division",4,0.4431512847782798
lucy,sub-058,"Middle Temporal Gyrus, posterior division",5,0.44341683539447485
lucy,sub-058,"Middle Temporal Gyrus, posterior division",6,0.44339182570247127
lucy,sub-058,"Inferior Frontal Gyrus, pars triangularis",0,0.4751929320686745
lucy,sub-058,"Inferior Frontal Gyrus, pars triangularis",1,0.47768117029825446
lucy,sub-058,"Inferior Frontal Gyrus, pars triangularis",2,0.4800383429973315
lucy,sub-058,"Inferior Frontal Gyrus, pars triangularis",3,0.48192428680068633
lucy,sub-058,"Inferior Frontal Gyrus, pars triangularis",4,0.4834717207398718
lucy,sub-058,"Inferior Frontal Gyrus, pars triangularis",5,0.48476342243799114
lucy,sub-058,"Inferior Frontal Gyrus, pars triangularis",6,0.4857931614256967
lucy,sub-058,"Inferior Frontal Gyrus, pars opercularis",0,0.40937817554181555
lucy,sub-058,"Inferior Frontal Gyrus, pars opercularis",1,0.412535681781359
lucy,sub-058,"Inferior Frontal Gyrus, pars opercularis",2,0.415703498946314
lucy,sub-058,"Inferior Frontal Gyrus, pars opercularis",3,0.41843309216740765
lucy,sub-058,"Inferior Frontal Gyrus, pars opercularis",4,0.4209605727231124
lucy,sub-058,"Inferior Frontal Gyrus, pars opercularis",5,0.4233716788242197
lucy,sub-058,"Inferior Frontal Gyrus, pars opercularis",6,0.42555179441475643
lucy,sub-058,Angular Gyrus,0,0.4346413067812178
lucy,sub-058,Angular Gyrus,1,0.4356638967350664
lucy,sub-058,Angular Gyrus,2,0.43620725577110225
lucy,sub-058,Angular Gyrus,3,0.43712573668387966
lucy,sub-058,Angular Gyrus,4,0.4370876118821373
lucy,sub-058,Angular Gyrus,5,0.43737456412516934
lucy,sub-058,Angular Gyrus,6,0.43683000124557986
lucy,sub-058,"Supramarginal Gyrus, anterior division",0,0.41318153555247283
lucy,sub-058,"Supramarginal Gyrus, anterior division",1,0.4151241718996701
lucy,sub-058,"Supramarginal Gyrus, anterior division",2,0.4167575967149528
lucy,sub-058,"Supramarginal Gyrus, anterior division",3,0.4182796739020304
lucy,sub-058,"Supramarginal Gyrus, anterior division",4,0.41932336759924715
lucy,sub-058,"Supramarginal Gyrus, anterior division",5,0.4203798725665003
lucy,sub-058,"Supramarginal Gyrus, anterior division",6,0.4209706501756941
lucy,sub-058,"Supramarginal Gyrus, posterior division",0,0.442587202568985
lucy,sub-058,"Supramarginal Gyrus, posterior division",1,0.4440867409682511
lucy,sub-058,"Supramarginal Gyrus, posterior division",2,0.44525723587061194
lucy,sub-058,"Supramarginal Gyrus, posterior division",3,0.4465346700382833
lucy,sub-058,"Supramarginal Gyrus, posterior division",4,0.4470562498957938
lucy,sub-058,"Supramarginal Gyrus, posterior division",5,0.447597741356042
lucy,sub-058,"Supramarginal Gyrus, posterior division",6,0.4475064300896394
lucy,sub-058,Frontal Pole,0,0.45322375155126354
lucy,sub-058,Frontal Pole,1,0.45659388027139136
lucy,sub-058,Frontal Pole,2,0.459554974854101
lucy,sub-058,Frontal Pole,3,0.46246196034032144
lucy,sub-058,Frontal Pole,4,0.46507564262672973
lucy,sub-058,Frontal Pole,5,0.46757603108042545
lucy,sub-058,Frontal Pole,6,0.46980852046879357
lucy,sub-058,Precuneous Cortex,0,0.37741981192734503
lucy,sub-058,Precuneous Cortex,1,0.3766760892389221
lucy,sub-058,Precuneous Cortex,2,0.37569652831677514
lucy,sub-058,Precuneous Cortex,3,0.3747105932792004
lucy,sub-058,Precuneous Cortex,4,0.3732802793538562
lucy,sub-058,Precuneous Cortex,5,0.371955073330285
lucy,sub-058,Precuneous Cortex,6,0.3704228949514884
lucy,sub-058,"Temporal Fusiform Cortex, anterior division",0,0.026423339710403282
lucy,sub-058,"Temporal Fusiform Cortex, anterior division",1,0.023333767286967913
lucy,sub-058,"Temporal Fusiform Cortex, anterior division",2,0.021089104380407068
lucy,sub-058,"Temporal Fusiform Cortex, anterior division",3,0.019052442272612685
lucy,sub-058,"Temporal Fusiform Cortex, anterior division",4,0.017224552111950404
lucy,sub-058,"Temporal Fusiform Cortex, anterior division",5,0.015005625488029431
lucy,sub-058,"Temporal Fusiform Cortex, anterior division",6,0.012887737244629535
lucy,sub-058,"Temporal Fusiform Cortex, posterior division",0,0.5048939365516236
lucy,sub-058,"Temporal Fusiform Cortex, posterior division",1,0.5065925316110811
lucy,sub-058,"Temporal Fusiform Cortex, posterior division",2,0.5079499556382587
lucy,sub-058,"Temporal Fusiform Cortex, posterior division",3,0.5091189156152289
lucy,sub-058,"Temporal Fusiform Cortex, posterior division",4,0.5101631666919426
lucy,sub-058,"Temporal Fusiform Cortex, posterior division",5,0.5111108359896499
lucy,sub-058,"Temporal Fusiform Cortex, posterior division",6,0.5123559290150741
lucy,sub-058,"Parahippocampal Gyrus, anterior division",0,0.5211845559824649
lucy,sub-058,"Parahippocampal Gyrus, anterior division",1,0.5251528360064758
lucy,sub-058,"Parahippocampal Gyrus, anterior division",2,0.5286746824884611
lucy,sub-058,"Parahippocampal Gyrus, anterior division",3,0.531833591844797
lucy,sub-058,"Parahippocampal Gyrus, anterior division",4,0.5346879419478172
lucy,sub-058,"Parahippocampal Gyrus, anterior division",5,0.5374760525712823
lucy,sub-058,"Parahippocampal Gyrus, anterior division",6,0.5402990179064932
lucy,sub-058,"Parahippocampal Gyrus, posterior division",0,0.4196849968385228
lucy,sub-058,"Parahippocampal Gyrus, posterior division",1,0.42039229878955076
lucy,sub-058,"Parahippocampal Gyrus, posterior division",2,0.42075577341905873
lucy,sub-058,"Parahippocampal Gyrus, posterior division",3,0.4209861178252362
lucy,sub-058,"Parahippocampal Gyrus, posterior division",4,0.4210290813942864
lucy,sub-058,"Parahippocampal Gyrus, posterior division",5,0.4209958566200818
lucy,sub-058,"Parahippocampal Gyrus, posterior division",6,0.4209761438547855
lucy,sub-058,"Cingulate Gyrus, anterior division",0,0.3780116756974296
lucy,sub-058,"Cingulate Gyrus, anterior division",1,0.38094934364657385
lucy,sub-058,"Cingulate Gyrus, anterior division",2,0.3836526004771666
lucy,sub-058,"Cingulate Gyrus, anterior division",3,0.38626072089054025
lucy,sub-058,"Cingulate Gyrus, anterior division",4,0.38870840623257696
lucy,sub-058,"Cingulate Gyrus, anterior division",5,0.3910608060119762
lucy,sub-058,"Cingulate Gyrus, anterior division",6,0.39331131547446185
lucy,sub-058,"Cingulate Gyrus, posterior division",0,0.38813331818702923
lucy,sub-058,"Cingulate Gyrus, posterior division",1,0.38837384361610866
lucy,sub-058,"Cingulate Gyrus, posterior division",2,0.38853567524283966
lucy,sub-058,"Cingulate Gyrus, posterior division",3,0.38859446678682924
lucy,sub-058,"Cingulate Gyrus, posterior division",4,0.3884159878856501
lucy,sub-058,"Cingulate Gyrus, posterior division",5,0.3882742075760885
lucy,sub-058,"Cingulate Gyrus, posterior division",6,0.38796148221975424
lucy,sub-059,"Superior Temporal Gyrus, anterior division",0,0.05416997612768107
lucy,sub-059,"Superior Temporal Gyrus, anterior division",1,0.0541187361769746
lucy,sub-059,"Superior Temporal Gyrus, anterior division",2,0.054177247264833236
lucy,sub-059,"Superior Temporal Gyrus, anterior division",3,0.05422889886546478
lucy,sub-059,"Superior Temporal Gyrus, anterior division",4,0.054275683247049955
lucy,sub-059,"Superior Temporal Gyrus, anterior division",5,0.054348812538155045
lucy,sub-059,"Superior Temporal Gyrus, anterior division",6,0.054510168850932364
lucy,sub-059,"Superior Temporal Gyrus, posterior division",0,0.11539574087674044
lucy,sub-059,"Superior Temporal Gyrus, posterior division",1,0.11640501837234987
lucy,sub-059,"Superior Temporal Gyrus, posterior division",2,0.11721728372396104
lucy,sub-059,"Superior Temporal Gyrus, posterior division",3,0.11810547014099948
lucy,sub-059,"Superior Temporal Gyrus, posterior division",4,0.1189880337007512
lucy,sub-059,"Superior Temporal Gyrus, posterior division",5,0.11979446011755489
lucy,sub-059,"Superior Temporal Gyrus, posterior division",6,0.1205666804748975
lucy,sub-059,"Middle Temporal Gyrus, anterior division",0,0.14980824345179317
lucy,sub-059,"Middle Temporal Gyrus, anterior division",1,0.15091488366095698
lucy,sub-059,"Middle Temporal Gyrus, anterior division",2,0.15182157644344033
lucy,sub-059,"Middle Temporal Gyrus, anterior division",3,0.15280395749593928
lucy,sub-059,"Middle Temporal Gyrus, anterior division",4,0.15379081789410395
lucy,sub-059,"Middle Temporal Gyrus, anterior division",5,0.15472394612211787
lucy,sub-059,"Middle Temporal Gyrus, anterior division",6,0.15556642476100088
lucy,sub-059,"Middle Temporal Gyrus, posterior division",0,0.26329566740622473
lucy,sub-059,"Middle Temporal Gyrus, posterior division",1,0.2643738755895699
lucy,sub-059,"Middle Temporal Gyrus, posterior division",2,0.26531761189733727
lucy,sub-059,"Middle Temporal Gyrus, posterior division",3,0.2664293352514548
lucy,sub-059,"Middle Temporal Gyrus, posterior division",4,0.2675209197329929
lucy,sub-059,"Middle Temporal Gyrus, posterior division",5,0.2685139976344641
lucy,sub-059,"Middle Temporal Gyrus, posterior division",6,0.26923705712959173
lucy,sub-059,"Inferior Frontal Gyrus, pars triangularis",0,-0.09012152922026583
lucy,sub-059,"Inferior Frontal Gyrus, pars triangularis",1,-0.08772473137707884
lucy,sub-059,"Inferior Frontal Gyrus, pars triangularis",2,-0.08503272131605996
lucy,sub-059,"Inferior Frontal Gyrus, pars triangularis",3,-0.08232275252046087
lucy,sub-059,"Inferior Frontal Gyrus, pars triangularis",4,-0.07945879734572528
lucy,sub-059,"Inferior Frontal Gyrus, pars triangularis",5,-0.07658753372975027
lucy,sub-059,"Inferior Frontal Gyrus, pars triangularis",6,-0.07349525845594446
lucy,sub-059,"Inferior Frontal Gyrus, pars opercularis",0,-0.121490161896393
lucy,sub-059,"Inferior Frontal Gyrus, pars opercularis",1,-0.12008028302598114
lucy,sub-059,"Inferior Frontal Gyrus, pars opercularis",2,-0.11850224400063332
lucy,sub-059,"Inferior Frontal Gyrus, pars opercularis",3,-0.11678728236675909
lucy,sub-059,"Inferior Frontal Gyrus, pars opercularis",4,-0.11496024517193909
lucy,sub-059,"Inferior Frontal Gyrus, pars opercularis",5,-0.11308161396242591
lucy,sub-059,"Inferior Frontal Gyrus, pars opercularis",6,-0.11107375790700796
lucy,sub-059,Angular Gyrus,0,0.06327367768177823
lucy,sub-059,Angular Gyrus,1,0.06342158325122396
lucy,sub-059,Angular Gyrus,2,0.06364020612698229
lucy,sub-059,Angular Gyrus,3,0.06375344557521169
lucy,sub-059,Angular Gyrus,4,0.06386874600234238
lucy,sub-059,Angular Gyrus,5,0.06388518404142435
lucy,sub-059,Angular Gyrus,6,0.06394829707961447
lucy,sub-059,"Supramarginal Gyrus, anterior division",0,0.009127793556061616
lucy,sub-059,"Supramarginal Gyrus, anterior division",1,0.010230789167850245
lucy,sub-059,"Supramarginal Gyrus, anterior division",2,0.011387509145113377
lucy,sub-059,"Supramarginal Gyrus, anterior division",3,0.012490910145077486
lucy,sub-059,"Supramarginal Gyrus, anterior division",4,0.013487976619008045
lucy,sub-059,"Supramarginal Gyrus, anterior division",5,0.014326968497755464
lucy,sub-059,"Supramarginal Gyrus, anterior division",6,0.015194585191591142
lucy,sub-059,"Supramarginal Gyrus, posterior division",0,0.06178433768791734
lucy,sub-059,"Supramarginal Gyrus, posterior division",1,0.06289525356063222
lucy,sub-059,"Supramarginal Gyrus, posterior division",2,0.06398459182141678
lucy,sub-059,"Supramarginal Gyrus, posterior division",3,0.06495525002414242
lucy,sub-059,"Supramarginal Gyrus, posterior division",4,0.06585108409477261
lucy,sub-059,"Supramarginal Gyrus, posterior division",5,0.06661950572866635
lucy,sub-059,"Supramarginal Gyrus, posterior division",6,0.0674361829084535
lucy,sub-059,Frontal Pole,0,0.07207112895489519
lucy,sub-059,Frontal Pole,1,0.07327475469379607
lucy,sub-059,Frontal Pole,2,0.07476486971106214
lucy,sub-059,Frontal Pole,3,0.07615115508261217
lucy,sub-059,Frontal Pole,4,0.07752941914310149
lucy,sub-059,Frontal Pole,5,0.07900872053655356
lucy,sub-059,Frontal Pole,6,0.08056412701364286
lucy,sub-059,Precuneous Cortex,0,0.04725495907085067
lucy,sub-059,Precuneous Cortex,1,0.04702827595691367
lucy,sub-059,Precuneous Cortex,2,0.04688646206026604
lucy,sub-059,Precuneous Cortex,3,0.046751629717072946
lucy,sub-059,Precuneous Cortex,4,0.04665062269585435
lucy,sub-059,Precuneous Cortex,5,0.04647911714617987
lucy,sub-059,Precuneous Cortex,6,0.04632625832142351
lucy,sub-059,"Temporal Fusiform Cortex, anterior division",0,0.08801723809393584
lucy,sub-059,"Temporal Fusiform Cortex, anterior division",1,0.0888553853721731
lucy,sub-059,"Temporal Fusiform Cortex, anterior division",2,0.08968402805812661
lucy,sub-059,"Temporal Fusiform Cortex, anterior division",3,0.09050616127127242
lucy,sub-059,"Temporal Fusiform Cortex, anterior division",4,0.09133698383844063
lucy,sub-059,"Temporal Fusiform Cortex, anterior division",5,0.09218361003862997
lucy,sub-059,"Temporal Fusiform Cortex, anterior division",6,0.09304376170761887
lucy,sub-059,"Temporal Fusiform Cortex, posterior division",0,0.14322621331955102
lucy,sub-059,"Temporal Fusiform Cortex, posterior division",1,0.1434875634319783
lucy,sub-059,"Temporal Fusiform Cortex, posterior division",2,0.14374051082722863
lucy,sub-059,"Temporal Fusiform Cortex, posterior division",3,0.14399926465651133
lucy,sub-059,"Temporal Fusiform Cortex, posterior division",4,0.14425862019044589
lucy,sub-059,"Temporal Fusiform Cortex, posterior division",5,0.14457090852714324
lucy,sub-059,"Temporal Fusiform Cortex, posterior division",6,0.14486782692238853
lucy,sub-059,"Parahippocampal Gyrus, anterior division",0,0.06847007386022727
lucy,sub-059,"Parahippocampal Gyrus, anterior division",1,0.06904165745317029
lucy,sub-059,"Parahippocampal Gyrus, anterior division",2,0.0695911236566058
lucy,sub-059,"Parahippocampal Gyrus, anterior division",3,0.0700920619490105
lucy,sub-059,"Parahippocampal Gyrus, anterior division",4,0.0705811291007529
lucy,sub-059,"Parahippocampal Gyrus, anterior division",5,0.07110232586867415
lucy,sub-059,"Parahippocampal Gyrus, anterior division",6,0.07161608841748074
lucy,sub-059,"Parahippocampal Gyrus, posterior division",0,0.13874061726563755
lucy,sub-059,"Parahippocampal Gyrus, posterior division",1,0.1383808192185667
lucy,sub-059,"Parahippocampal Gyrus, posterior division",2,0.13797219958293283
lucy,sub-059,"Parahippocampal Gyrus, posterior division",3,0.1375370460762078
lucy,sub-059,"Parahippocampal Gyrus, posterior division",4,0.1370718356703177
lucy,sub-059,"Parahippocampal Gyrus, posterior division",5,0.1365802611001806
lucy,sub-059,"Parahippocampal Gyrus, posterior division",6,0.13607093076068544
lucy,sub-059,"Cingulate Gyrus, anterior division",0,0.027562447794460654
lucy,sub-059,"Cingulate Gyrus, anterior division",1,0.0278964140178809
lucy,sub-059,"Cingulate Gyrus, anterior division",2,0.028164336633183795
lucy,sub-059,"Cingulate Gyrus, anterior division",3,0.02844667906243492
lucy,sub-059,"Cingulate Gyrus, anterior division",4,0.02871120790559875
lucy,sub-059,"Cingulate Gyrus, anterior division",5,0.029008345904366184
lucy,sub-059,"Cingulate Gyrus, anterior division",6,0.029393249220540575
lucy,sub-059,"Cingulate Gyrus, posterior division",0,0.015502953392775756
lucy,sub-059,"Cingulate Gyrus, posterior division",1,0.015467288641161842
lucy,sub-059,"Cingulate Gyrus, posterior division",2,0.015439528303385935
lucy,sub-059,"Cingulate Gyrus, posterior division",3,0.015439781154462734
lucy,sub-059,"Cingulate Gyrus, posterior division",4,0.015434041797143111
lucy,sub-059,"Cingulate Gyrus, posterior division",5,0.015398914882822107
lucy,sub-059,"Cingulate Gyrus, posterior division",6,0.0154221442913412
lucy,sub-060,"Superior Temporal Gyrus, anterior division",0,0.602823848894567
lucy,sub-060,"Superior Temporal Gyrus, anterior division",1,0.6062481016235853
lucy,sub-060,"Superior Temporal Gyrus, anterior division",2,0.6089516976738354
lucy,sub-060,"Superior Temporal Gyrus, anterior division",3,0.6107356296613786
lucy,sub-060,"Superior Temporal Gyrus, anterior division",4,0.6121878908421536
lucy,sub-060,"Superior Temporal Gyrus, anterior division",5,0.6132362338833147
lucy,sub-060,"Superior Temporal Gyrus, anterior division",6,0.6139281211834529
lucy,sub-060,"Superior Temporal Gyrus, posterior division",0,0.5492078077758625
lucy,sub-060,"Superior Temporal Gyrus, posterior division",1,0.5510449847170499
lucy,sub-060,"Superior Temporal Gyrus, posterior division",2,0.5525246685655478
lucy,sub-060,"Superior Temporal Gyrus, posterior division",3,0.5533334184832804
lucy,sub-060,"Superior Temporal Gyrus, posterior division",4,0.5538937786721008
lucy,sub-060,"Superior Temporal Gyrus, posterior division",5,0.5541099198415846
lucy,sub-060,"Superior Temporal Gyrus, posterior division",6,0.5539603554799752
lucy,sub-060,"Middle Temporal Gyrus, anterior division",0,0.6111155122195785
lucy,sub-060,"Middle Temporal Gyrus, anterior division",1,0.6132378387128425
lucy,sub-060,"Middle Temporal Gyrus, anterior division",2,0.6148109973424862
lucy,sub-060,"Middle Temporal Gyrus, anterior division",3,0.6157791340732899
lucy,sub-060,"Middle Temporal Gyrus, anterior division",4,0.6163482926289159
lucy,sub-060,"Middle Temporal Gyrus, anterior division",5,0.6164448810937184
lucy,sub-060,"Middle Temporal Gyrus, anterior division",6,0.6162351800949097
lucy,sub-060,"Middle Temporal Gyrus, posterior division",0,0.5891145589584168
lucy,sub-060,"Middle Temporal Gyrus, posterior division",1,0.5927781082895941
lucy,sub-060,"Middle Temporal Gyrus, posterior division",2,0.596175510646252
lucy,sub-060,"Middle Temporal Gyrus, posterior division",3,0.5984350531645735
lucy,sub-060,"Middle Temporal Gyrus, posterior division",4,0.6003185019619834
lucy,sub-060,"Middle Temporal Gyrus, posterior division",5,0.6017080341350989
lucy,sub-060,"Middle Temporal Gyrus, posterior division",6,0.6027851047572165
lucy,sub-060,"Inferior Frontal Gyrus, pars triangularis",0,0.35529460532510365
lucy,sub-060,"Inferior Frontal Gyrus, pars triangularis",1,0.3582915504743558
lucy,sub-060,"Inferior Frontal Gyrus, pars triangularis",2,0.3609946153702063
lucy,sub-060,"Inferior Frontal Gyrus, pars triangularis",3,0.363447839815347
lucy,sub-060,"Inferior Frontal Gyrus, pars triangularis",4,0.36549496247741486
lucy,sub-060,"Inferior Frontal Gyrus, pars triangularis",5,0.36725518096515164
lucy,sub-060,"Inferior Frontal Gyrus, pars triangularis",6,0.36876000239818996
lucy,sub-060,"Inferior Frontal Gyrus, pars opercularis",0,-0.5990135238274996
lucy,sub-060,"Inferior Frontal Gyrus, pars opercularis",1,-0.6004030870431716
lucy,sub-060,"Inferior Frontal Gyrus, pars opercularis",2,-0.6016738258595618
lucy,sub-060,"Inferior Frontal Gyrus, pars opercularis",3,-0.6027177070217955
lucy,sub-060,"Inferior Frontal Gyrus, pars opercularis",4,-0.6036182258149383
lucy,sub-060,"Inferior Frontal Gyrus, pars opercularis",5,-0.6041205097146511
lucy,sub-060,"Inferior Frontal Gyrus, pars opercularis",6,-0.6042361141095933
lucy,sub-060,Angular Gyrus,0,-0.6301443735770823
lucy,sub-060,Angular Gyrus,1,-0.629413751542895
lucy,sub-060,Angular Gyrus,2,-0.6280929584944017
lucy,sub-060,Angular Gyrus,3,-0.6270824395098293
lucy,sub-060,Angular Gyrus,4,-0.6256027109230139
lucy,sub-060,Angular Gyrus,5,-0.6238555910878301
lucy,sub-060,Angular Gyrus,6,-0.6218901674052824
lucy,sub-060,"Supramarginal Gyrus, anterior division",0,-0.5170557882576701
lucy,sub-060,"Supramarginal Gyrus, anterior division",1,-0.5144101251169835
lucy,sub-060,"Supramarginal Gyrus, anterior division",2,-0.5115827507384603
lucy,sub-060,"Supramarginal Gyrus, anterior division",3,-0.5089949335231405
lucy,sub-060,"Supramarginal Gyrus, anterior division",4,-0.5061269269100808
lucy,sub-060,"Supramarginal Gyrus, anterior division",5,-0.5031133380411039
lucy,sub-060,"Supramarginal Gyrus, anterior division",6,-0.4998738368294553
lucy,sub-060,"Supramarginal Gyrus, posterior division",0,-0.5622443814222158
lucy,sub-060,"Supramarginal Gyrus, posterior division",1,-0.5599612571844699
lucy,sub-060,"Supramarginal Gyrus, posterior division",2,-0.5574107610104209
lucy,sub-060,"Supramarginal Gyrus, posterior division",3,-0.5551934193510525
lucy,sub-060,"Supramarginal Gyrus, posterior division",4,-0.5526260302854505
lucy,sub-060,"Supramarginal Gyrus, posterior division",5,-0.5499638487170806
lucy,sub-060,"Supramarginal Gyrus, posterior division",6,-0.5470493455958413
lucy,sub-060,Frontal Pole,0,0.5761520414672348
lucy,sub-060,Frontal Pole,1,0.5797765943695476
lucy,sub-060,Frontal Pole,2,0.5832538789032203
lucy,sub-060,Frontal Pole,3,0.5859959701596937
lucy,sub-060,Frontal Pole,4,0.5885881622684226
lucy,sub-060,Frontal Pole,5,0.5908677537699498
lucy,sub-060,Frontal Pole,6,0.592617605504062
lucy,sub-060,Precuneous Cortex,0,-0.5612245763883248
lucy,sub-060,Precuneous Cortex,1,-0.5591777309199597
lucy,sub-060,Precuneous Cortex,2,-0.5567772534498406
lucy,sub-060,Precuneous Cortex,3,-0.5545263297765998
lucy,sub-060,Precuneous Cortex,4,-0.5518348677922997
lucy,sub-060,Precuneous Cortex,5,-0.5486640383716743
lucy,sub-060,Precuneous Cortex,6,-0.5451892826098279
lucy,sub-060,"Temporal Fusiform Cortex, anterior division",0,0.6599410355026665
lucy,sub-060,"Temporal Fusiform Cortex, anterior division",1,0.6627432403930112
lucy,sub-060,"Temporal Fusiform Cortex, anterior division",2,0.6648014261731562
lucy,sub-060,"Temporal Fusiform Cortex, anterior division",3,0.6665834922414444
lucy,sub-060,"Temporal Fusiform Cortex, anterior division",4,0.6678627009223598
lucy,sub-060,"Temporal Fusiform Cortex, anterior division",5,0.6688034683269426
lucy,sub-060,"Temporal Fusiform Cortex, anterior division",6,0.6694740008906366
lucy,sub-060,"Temporal Fusiform Cortex, posterior division",0,0.5243625554548885
lucy,sub-060,"Temporal Fusiform Cortex, posterior division",1,0.5279732329746326
lucy,sub-060,"Temporal Fusiform Cortex, posterior division",2,0.5313306829676763
lucy,sub-060,"Temporal Fusiform Cortex, posterior division",3,0.5342401665986598
lucy,sub-060,"Temporal Fusiform Cortex, posterior division",4,0.5367173645981185
lucy,sub-060,"Temporal Fusiform Cortex, posterior division",5,0.538945777771057
lucy,sub-060,"Temporal Fusiform Cortex, posterior division",6,0.5405611925644056
lucy,sub-060,"Parahippocampal Gyrus, anterior division",0,0.5664655496609711
lucy,sub-060,"Parahippocampal Gyrus, anterior division",1,0.5704612669625568
lucy,sub-060,"Parahippocampal Gyrus, anterior division",2,0.5735499525027035
lucy,sub-060,"Parahippocampal Gyrus, anterior division",3,0.5763839502752363
lucy,sub-060,"Parahippocampal Gyrus, anterior division",4,0.5788061509102008
lucy,sub-060,"Parahippocampal Gyrus, anterior division",5,0.5810507422478437
lucy,sub-060,"Parahippocampal Gyrus, anterior division",6,0.5833169076702294
lucy,sub-060,"Parahippocampal Gyrus, posterior division",0,0.5294226686362719
lucy,sub-060,"Parahippocampal Gyrus, posterior division",1,0.5319355622758295
lucy,sub-060,"Parahippocampal Gyrus, posterior division",2,0.5342036826717813
lucy,sub-060,"Parahippocampal Gyrus, posterior division",3,0.5359078485307636
lucy,sub-060,"Parahippocampal Gyrus, posterior division",4,0.5373742042956869
lucy,sub-060,"Parahippocampal Gyrus, posterior division",5,0.5389196993165827
lucy,sub-060,"Parahippocampal Gyrus, posterior division",6,0.5401376761451565
lucy,sub-060,"Cingulate Gyrus, anterior division",0,0.2884566246716444
lucy,sub-060,"Cingulate Gyrus, anterior division",1,0.29307735901161286
lucy,sub-060,"Cingulate Gyrus, anterior division",2,0.2974634296706663
lucy,sub-060,"Cingulate Gyrus, anterior division",3,0.30164317571733706
lucy,sub-060,"Cingulate Gyrus, anterior division",4,0.30584464990851623
lucy,sub-060,"Cingulate Gyrus, anterior division",5,0.3095623140487589
lucy,sub-060,"Cingulate Gyrus, anterior division",6,0.31313896407187614
lucy,sub-060,"Cingulate Gyrus, posterior division",0,-0.49524326311708333
lucy,sub-060,"Cingulate Gyrus, posterior division",1,-0.49313638645683566
lucy,sub-060,"Cingulate Gyrus, posterior division",2,-0.49104201147392845
lucy,sub-060,"Cingulate Gyrus, posterior division",3,-0.48921543685250085
lucy,sub-060,"Cingulate Gyrus, posterior division",4,-0.48741136110162087
lucy,sub-060,"Cingulate Gyrus, posterior division",5,-0.4847435314863682
lucy,sub-060,"Cingulate Gyrus, posterior division",6,-0.48133376590370824
lucy,sub-061,"Superior Temporal Gyrus, anterior division",0,-0.4241047792538482
lucy,sub-061,"Superior Temporal Gyrus, anterior division",1,-0.42167827754632375
lucy,sub-061,"Superior Temporal Gyrus, anterior division",2,-0.4189757933165378
lucy,sub-061,"Superior Temporal Gyrus, anterior division",3,-0.4159979284641191
lucy,sub-061,"Superior Temporal Gyrus, anterior division",4,-0.4127744496498773
lucy,sub-061,"Superior Temporal Gyrus, anterior division",5,-0.4092916565638323
lucy,sub-061,"Superior Temporal Gyrus, anterior division",6,-0.4055758150908326
lucy,sub-061,"Superior Temporal Gyrus, posterior division",0,-0.3746665161285644
lucy,sub-061,"Superior Temporal Gyrus, posterior division",1,-0.37037262209539734
lucy,sub-061,"Superior Temporal Gyrus, posterior division",2,-0.3658347891703304
lucy,sub-061,"Superior Temporal Gyrus, posterior division",3,-0.36104822522208524
lucy,sub-061,"Superior Temporal Gyrus, posterior division",4,-0.3560320018608268
lucy,sub-061,"Superior Temporal Gyrus, posterior division",5,-0.35082811850840034
lucy,sub-061,"Superior Temporal Gyrus, posterior division",6,-0.34539926354010875
lucy,sub-061,"Middle Temporal Gyrus, anterior division",0,-0.3885275956923162
lucy,sub-061,"Middle Temporal Gyrus, anterior division",1,-0.38524318226391574
