story,subject,roi,r,p,p_emp,lag,mean_r_shuffled,std_r_shuffled,z_score,TR,duration,onset,q_roi,signif_roi_fdr
notthefallintact,sub-317,"Temporal Fusiform Cortex, anterior division",0.4446,0.0,0.0001,-3,-0.0001,0.0812,5.4785,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-317,"Temporal Fusiform Cortex, posterior division",0.2852,0.0,0.0001,-1,-0.0015,0.0928,3.0889,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-317,"Parahippocampal Gyrus, anterior division",0.439,0.0,0.0001,-3,-0.0008,0.079,5.5698,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-317,"Parahippocampal Gyrus, posterior division",0.3269,0.0,0.0001,-2,0.0017,0.0912,3.5649,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-317,"Cingulate Gyrus, anterior division",0.4947,0.0,0.0001,-2,0.0004,0.086,5.7451,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-317,"Cingulate Gyrus, posterior division",0.3673,0.0,0.0001,8,0.0009,0.0937,3.9107,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Superior Temporal Gyrus, anterior division",0.2908,0.0,0.0001,0,0.0013,0.0846,3.4226,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Superior Temporal Gyrus, posterior division",0.3315,0.0,0.0001,4,-0.0003,0.0833,3.9861,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Middle Temporal Gyrus, anterior division",0.0837,0.111093,0.437856,0,0.0007,0.0882,0.9396,1.5,547.0,29.5,0.500407,False
notthefallintact,sub-318,"Middle Temporal Gyrus, posterior division",0.0399,0.44964,0.976102,-3,0.0009,0.0921,0.4236,1.5,547.0,29.5,0.9994,False
notthefallintact,sub-318,"Inferior Frontal Gyrus, pars triangularis",0.4874,0.0,0.0001,-3,0.0011,0.0828,5.8712,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Inferior Frontal Gyrus, pars opercularis",0.6175,0.0,0.0001,-3,0.0003,0.0766,8.0624,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,Angular Gyrus,0.5418,0.0,0.0001,-3,0.0003,0.0827,6.5447,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Supramarginal Gyrus, anterior division",0.5599,0.0,0.0001,-3,-0.0004,0.0796,7.0392,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Supramarginal Gyrus, posterior division",0.5526,0.0,0.0001,-3,0.0003,0.0811,6.8083,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,Frontal Pole,0.5481,0.0,0.0001,-3,0.0002,0.0844,6.495,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Temporal Fusiform Cortex, anterior division",-0.0964,0.069387,0.371763,8,0.0002,0.094,-1.027,1.5,547.0,29.5,0.457554,False
notthefallintact,sub-318,"Temporal Fusiform Cortex, posterior division",0.0233,0.659152,0.9994,-3,-0.0003,0.0935,0.2523,1.5,547.0,29.5,0.9994,False
notthefallintact,sub-318,"Parahippocampal Gyrus, anterior division",0.4026,0.0,0.0001,-3,-0.0015,0.0853,4.7395,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Parahippocampal Gyrus, posterior division",0.4012,0.0,0.0001,-3,0.0007,0.0875,4.5751,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Cingulate Gyrus, anterior division",0.5037,0.0,0.0001,-3,0.0003,0.0807,6.2347,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Cingulate Gyrus, posterior division",0.5279,0.0,0.0001,-3,-0.0017,0.0805,6.5803,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-319,"Superior Temporal Gyrus, anterior division",0.4323,0.0,0.0001,-3,0.0022,0.0861,4.9931,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Superior Temporal Gyrus, posterior division",0.1179,0.02504,0.154385,-3,-0.0005,0.0918,1.2899,1.5,547.0,29.5,0.154385,False
notthefallintact,sub-319,"Middle Temporal Gyrus, anterior division",0.3395,0.0,0.0001,-3,-0.0005,0.0905,3.7565,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Middle Temporal Gyrus, posterior division",0.4615,0.0,0.0001,0,0.0002,0.0832,5.5442,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Inferior Frontal Gyrus, pars triangularis",0.4746,0.0,0.0001,-3,0.0014,0.0873,5.4206,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Inferior Frontal Gyrus, pars opercularis",0.5111,0.0,0.0001,-3,-0.0006,0.0827,6.1908,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,Angular Gyrus,0.3987,0.0,0.0001,1,0.0007,0.0794,5.0117,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Supramarginal Gyrus, anterior division",0.4891,0.0,0.0001,0,-0.0005,0.0766,6.3928,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Supramarginal Gyrus, posterior division",0.4775,0.0,0.0001,-1,0.0008,0.0772,6.1746,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,Frontal Pole,0.1955,0.000185,0.0021,-3,-0.0006,0.0946,2.0729,1.5,547.0,29.5,0.00224,True
notthefallintact,sub-319,"Temporal Fusiform Cortex, anterior division",0.4652,0.0,0.0001,2,-0.0006,0.0921,5.0559,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Temporal Fusiform Cortex, posterior division",0.3402,0.0,0.0001,2,-0.0012,0.09,3.7929,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Parahippocampal Gyrus, anterior division",0.4629,0.0,0.0001,1,-0.0019,0.0904,5.144,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Parahippocampal Gyrus, posterior division",0.3797,0.0,0.0001,-3,0.0005,0.0912,4.1559,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Cingulate Gyrus, anterior division",0.4068,0.0,0.0001,-3,-0.0003,0.0843,4.8318,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Cingulate Gyrus, posterior division",0.4164,0.0,0.0001,-3,-0.002,0.0822,5.0883,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-320,"Superior Temporal Gyrus, anterior division",0.2318,8e-06,0.0002,2,0.001,0.0953,2.4228,1.5,547.0,29.5,0.00032,True
notthefallintact,sub-320,"Superior Temporal Gyrus, posterior division",-0.5363,0.0,0.0001,-3,-0.0004,0.0832,-6.4408,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Middle Temporal Gyrus, anterior division",-0.4927,0.0,0.0001,-3,0.0004,0.0871,-5.6594,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Middle Temporal Gyrus, posterior division",0.0808,0.12828,0.479252,8,0.0009,0.0885,0.9027,1.5,547.0,29.5,0.50095,False
notthefallintact,sub-320,"Inferior Frontal Gyrus, pars triangularis",0.4791,0.0,0.0001,-3,0.0008,0.0873,5.4826,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Inferior Frontal Gyrus, pars opercularis",0.507,0.0,0.0001,-3,0.0003,0.0766,6.6116,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,Angular Gyrus,0.1936,0.000216,0.0024,-3,-0.0001,0.0882,2.1963,1.5,547.0,29.5,0.003491,True
notthefallintact,sub-320,"Supramarginal Gyrus, anterior division",0.424,0.0,0.0001,-3,-0.0005,0.0799,5.311,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Supramarginal Gyrus, posterior division",0.3855,0.0,0.0001,-3,0.0001,0.0832,4.6301,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,Frontal Pole,0.1581,0.002597,0.028397,-3,0.0005,0.1006,1.5657,1.5,547.0,29.5,0.032454,True
notthefallintact,sub-320,"Temporal Fusiform Cortex, anterior division",-0.0844,0.109367,0.50095,-3,0.0009,0.0933,-0.9148,1.5,547.0,29.5,0.50095,False
notthefallintact,sub-320,"Temporal Fusiform Cortex, posterior division",0.1765,0.000716,0.006599,0,-0.0004,0.0939,1.884,1.5,547.0,29.5,0.008799,True
notthefallintact,sub-320,"Parahippocampal Gyrus, anterior division",0.3647,0.0,0.0001,-3,-0.0003,0.0884,4.1285,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Parahippocampal Gyrus, posterior division",0.1762,0.000773,0.007699,-3,0.001,0.0954,1.8357,1.5,547.0,29.5,0.009476,True
notthefallintact,sub-320,"Cingulate Gyrus, anterior division",0.2902,0.0,0.0001,-3,-0.0002,0.0928,3.1288,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Cingulate Gyrus, posterior division",0.2999,0.0,0.0001,-3,-0.0017,0.0846,3.5639,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-321,"Superior Temporal Gyrus, anterior division",0.3201,0.0,0.0001,-3,0.0007,0.0793,4.028,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Superior Temporal Gyrus, posterior division",0.3975,0.0,0.0001,-3,0.0005,0.0759,5.2342,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Middle Temporal Gyrus, anterior division",0.3209,0.0,0.0001,-3,-0.0008,0.0858,3.7483,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Middle Temporal Gyrus, posterior division",0.1127,0.032261,0.159384,-3,0.0002,0.087,1.2936,1.5,547.0,29.5,0.159384,False
notthefallintact,sub-321,"Inferior Frontal Gyrus, pars triangularis",0.4268,0.0,0.0001,-3,0.0005,0.0851,5.0104,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Inferior Frontal Gyrus, pars opercularis",0.4849,0.0,0.0001,-3,0.0002,0.0808,5.9967,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,Angular Gyrus,0.3413,0.0,0.0001,8,-0.0001,0.0869,3.9265,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Supramarginal Gyrus, anterior division",0.4859,0.0,0.0001,6,0.0001,0.0809,6.0046,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Supramarginal Gyrus, posterior division",0.4449,0.0,0.0001,8,0.0009,0.0847,5.2415,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,Frontal Pole,-0.2124,5.4e-05,0.0007,8,0.0008,0.0836,-2.5507,1.5,547.0,29.5,0.000747,True
notthefallintact,sub-321,"Temporal Fusiform Cortex, anterior division",0.2778,0.0,0.0001,-3,0.0004,0.0782,3.546,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Temporal Fusiform Cortex, posterior division",0.3121,0.0,0.0001,-3,-0.0013,0.0865,3.6208,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Parahippocampal Gyrus, anterior division",0.4522,0.0,0.0001,-3,-0.0006,0.0768,5.8978,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Parahippocampal Gyrus, posterior division",0.2999,0.0,0.0001,-3,0.0007,0.0858,3.4887,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Cingulate Gyrus, anterior division",0.529,0.0,0.0001,-3,-0.0012,0.0799,6.6337,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Cingulate Gyrus, posterior division",0.542,0.0,0.0001,6,-0.0003,0.0822,6.5989,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-322,"Superior Temporal Gyrus, anterior division",0.3931,0.0,0.0001,8,-0.0016,0.0898,4.3937,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Superior Temporal Gyrus, posterior division",0.3646,0.0,0.0001,8,-0.0001,0.0748,4.8737,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Middle Temporal Gyrus, anterior division",0.3517,0.0,0.0001,8,-0.0005,0.0718,4.9037,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Middle Temporal Gyrus, posterior division",0.2796,0.0,0.0001,8,-0.0048,0.0957,2.9729,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Inferior Frontal Gyrus, pars triangularis",0.2326,9e-06,0.0001,6,-0.0031,0.1018,2.3144,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Inferior Frontal Gyrus, pars opercularis",0.0251,0.636564,0.9997,8,-0.0029,0.0977,0.2873,1.5,547.0,29.5,0.9997,False
notthefallintact,sub-322,Angular Gyrus,-0.0711,0.177481,0.70113,-3,-0.0035,0.0934,-0.724,1.5,547.0,29.5,0.93484,False
notthefallintact,sub-322,"Supramarginal Gyrus, anterior division",-0.0304,0.565312,0.9994,-3,-0.0084,0.1008,-0.2178,1.5,547.0,29.5,0.9997,False
notthefallintact,sub-322,"Supramarginal Gyrus, posterior division",-0.0398,0.451273,0.993201,-3,-0.0058,0.1011,-0.3362,1.5,547.0,29.5,0.9997,False
notthefallintact,sub-322,Frontal Pole,0.3136,0.0,0.0001,8,-0.0,0.0872,3.597,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Temporal Fusiform Cortex, anterior division",0.1305,0.013106,0.039596,-3,0.0004,0.0717,1.813,1.5,547.0,29.5,0.057594,False
notthefallintact,sub-322,"Temporal Fusiform Cortex, posterior division",0.179,0.000635,0.0045,-3,-0.0051,0.0945,1.9473,1.5,547.0,29.5,0.008,True
notthefallintact,sub-322,"Parahippocampal Gyrus, anterior division",0.1499,0.004308,0.030297,-3,-0.0037,0.0912,1.6849,1.5,547.0,29.5,0.048475,True
notthefallintact,sub-322,"Parahippocampal Gyrus, posterior division",0.1788,0.000609,0.0016,0,-0.0093,0.1036,1.8155,1.5,547.0,29.5,0.0032,True
notthefallintact,sub-322,"Cingulate Gyrus, anterior division",0.1882,0.000305,0.0003,0,-0.012,0.1035,1.9353,1.5,547.0,29.5,0.000686,True
notthefallintact,sub-322,"Cingulate Gyrus, posterior division",0.0827,0.119479,0.789621,8,-0.0095,0.1057,0.8718,1.5,547.0,29.5,0.971841,False
notthefallintact,sub-323,"Superior Temporal Gyrus, anterior division",0.4227,0.0,0.0001,8,0.0013,0.0938,4.4948,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Superior Temporal Gyrus, posterior division",0.5789,0.0,0.0001,4,-0.0005,0.0834,6.9428,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Middle Temporal Gyrus, anterior division",0.5472,0.0,0.0001,4,-0.0003,0.0822,6.6569,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Middle Temporal Gyrus, posterior division",0.5632,0.0,0.0001,-3,-0.0006,0.0803,7.0242,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Inferior Frontal Gyrus, pars triangularis",0.1859,0.000392,0.004,4,0.0003,0.097,1.9135,1.5,547.0,29.5,0.004267,True
notthefallintact,sub-323,"Inferior Frontal Gyrus, pars opercularis",0.16,0.002466,0.022498,8,0.0007,0.0967,1.648,1.5,547.0,29.5,0.022498,True
notthefallintact,sub-323,Angular Gyrus,0.6524,0.0,0.0001,-3,0.0006,0.0857,7.6041,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Supramarginal Gyrus, anterior division",0.5105,0.0,0.0001,7,0.0004,0.0876,5.8224,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Supramarginal Gyrus, posterior division",0.5408,0.0,0.0001,3,0.001,0.0877,6.1541,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,Frontal Pole,0.2985,0.0,0.0001,5,0.0005,0.0919,3.2411,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Temporal Fusiform Cortex, anterior division",0.2199,2.4e-05,0.0001,1,-0.0,0.0866,2.5379,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Temporal Fusiform Cortex, posterior division",0.4754,0.0,0.0001,-3,-0.0004,0.0858,5.5433,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Parahippocampal Gyrus, anterior division",0.4472,0.0,0.0001,-3,-0.0008,0.086,5.2081,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Parahippocampal Gyrus, posterior division",0.4873,0.0,0.0001,-2,0.0016,0.0876,5.5433,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Cingulate Gyrus, anterior division",0.4818,0.0,0.0001,0,0.0005,0.093,5.1723,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Cingulate Gyrus, posterior division",0.5521,0.0,0.0001,-3,-0.002,0.0908,6.104,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Superior Temporal Gyrus, anterior division",0.4128,0.0,0.0001,-3,0.0021,0.0905,4.5404,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Superior Temporal Gyrus, posterior division",0.6407,0.0,0.0001,8,-0.0008,0.082,7.8223,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Middle Temporal Gyrus, anterior division",0.6662,0.0,0.0001,5,0.0005,0.0826,8.0596,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Middle Temporal Gyrus, posterior division",0.3708,0.0,0.0001,-3,-0.0002,0.0947,3.9193,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Inferior Frontal Gyrus, pars triangularis",0.2609,0.0,0.0001,-3,0.0018,0.0941,2.7521,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Inferior Frontal Gyrus, pars opercularis",-0.346,0.0,0.0001,8,-0.0001,0.0822,-4.2088,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,Angular Gyrus,-0.4736,0.0,0.0001,8,-0.0001,0.0855,-5.5406,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Supramarginal Gyrus, anterior division",-0.2331,9e-06,0.0003,8,0.0009,0.0862,-2.7168,1.5,547.0,29.5,0.00032,True
notthefallintact,sub-324,"Supramarginal Gyrus, posterior division",-0.3443,0.0,0.0001,8,-0.0002,0.0865,-3.9787,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,Frontal Pole,0.605,0.0,0.0001,8,0.0008,0.0936,6.4552,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Temporal Fusiform Cortex, anterior division",0.707,0.0,0.0001,8,-0.001,0.0805,8.7941,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Temporal Fusiform Cortex, posterior division",0.4607,0.0,0.0001,8,-0.0011,0.0995,4.6431,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Parahippocampal Gyrus, anterior division",0.5414,0.0,0.0001,8,-0.0009,0.097,5.591,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Parahippocampal Gyrus, posterior division",0.331,0.0,0.0001,-3,0.0022,0.0935,3.5163,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Cingulate Gyrus, anterior division",0.414,0.0,0.0001,-3,0.0003,0.0946,4.3723,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Cingulate Gyrus, posterior division",-0.1224,0.020867,0.10039,8,-0.0019,0.0872,-1.3823,1.5,547.0,29.5,0.10039,False
notthefallintact,sub-325,"Superior Temporal Gyrus, anterior division",-0.1541,0.00355,0.029197,8,-0.0003,0.0976,-1.5756,1.5,547.0,29.5,0.038929,True
notthefallintact,sub-325,"Superior Temporal Gyrus, posterior division",-0.3211,0.0,0.0001,8,0.0005,0.0754,-4.267,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Middle Temporal Gyrus, anterior division",-0.3509,0.0,0.0001,8,0.0005,0.0791,-4.444,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Middle Temporal Gyrus, posterior division",0.1259,0.016674,0.093991,-3,0.001,0.0886,1.4108,1.5,547.0,29.5,0.115681,False
notthefallintact,sub-325,"Inferior Frontal Gyrus, pars triangularis",-0.0813,0.125624,0.470853,8,0.0015,0.0885,-0.9355,1.5,547.0,29.5,0.502243,False
notthefallintact,sub-325,"Inferior Frontal Gyrus, pars opercularis",0.3254,0.0,0.0001,-3,0.0001,0.0713,4.5628,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,Angular Gyrus,0.4289,0.0,0.0001,-3,0.0005,0.0675,6.3485,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Supramarginal Gyrus, anterior division",0.384,0.0,0.0001,-3,0.0001,0.0671,5.7218,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Supramarginal Gyrus, posterior division",0.3958,0.0,0.0001,-3,0.0003,0.0679,5.8208,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,Frontal Pole,-0.3592,0.0,0.0001,7,-0.0009,0.0858,-4.1757,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Temporal Fusiform Cortex, anterior division",-0.0989,0.062199,0.446055,8,-0.0,0.1019,-0.9709,1.5,547.0,29.5,0.502243,False
notthefallintact,sub-325,"Temporal Fusiform Cortex, posterior division",0.4107,0.0,0.0001,-3,-0.0014,0.0827,4.9841,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Parahippocampal Gyrus, anterior division",-0.0946,0.074798,0.542746,8,-0.0022,0.1033,-0.8941,1.5,547.0,29.5,0.542746,False
notthefallintact,sub-325,"Parahippocampal Gyrus, posterior division",0.3012,0.0,0.0001,-3,0.0017,0.0861,3.4783,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Cingulate Gyrus, anterior division",0.3042,0.0,0.0001,-3,-0.0,0.0875,3.4778,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Cingulate Gyrus, posterior division",0.3889,0.0,0.0001,-3,-0.0016,0.0738,5.2902,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-326,"Superior Temporal Gyrus, anterior division",0.4373,0.0,0.0001,-3,0.0014,0.0711,6.1304,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Superior Temporal Gyrus, posterior division",0.3078,0.0,0.0001,8,-0.0,0.0898,3.4256,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Middle Temporal Gyrus, anterior division",0.3966,0.0,0.0001,-3,-0.0004,0.0743,5.3435,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Middle Temporal Gyrus, posterior division",0.4647,0.0,0.0001,-3,-0.0002,0.065,7.1485,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Inferior Frontal Gyrus, pars triangularis",0.3901,0.0,0.0001,-3,0.0023,0.0791,4.9057,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Inferior Frontal Gyrus, pars opercularis",0.4471,0.0,0.0001,-3,0.0002,0.0773,5.7799,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,Angular Gyrus,0.489,0.0,0.0001,-3,0.0004,0.0635,7.6903,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Supramarginal Gyrus, anterior division",0.4687,0.0,0.0001,-3,-0.0001,0.0649,7.2235,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Supramarginal Gyrus, posterior division",0.5121,0.0,0.0001,-3,0.0,0.0656,7.8109,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,Frontal Pole,0.3816,0.0,0.0001,-3,0.0002,0.0748,5.1014,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Temporal Fusiform Cortex, anterior division",0.1746,0.000865,0.008599,-3,-0.0005,0.0963,1.8184,1.5,547.0,29.5,0.009172,True
notthefallintact,sub-326,"Temporal Fusiform Cortex, posterior division",0.3803,0.0,0.0001,-3,-0.0007,0.0711,5.3577,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Parahippocampal Gyrus, anterior division",0.1357,0.010371,0.088191,8,0.0006,0.0989,1.3661,1.5,547.0,29.5,0.088191,False
notthefallintact,sub-326,"Parahippocampal Gyrus, posterior division",0.3639,0.0,0.0001,-3,0.001,0.0701,5.1745,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Cingulate Gyrus, anterior division",0.3924,0.0,0.0001,-3,-0.0001,0.0669,5.8707,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Cingulate Gyrus, posterior division",0.3898,0.0,0.0001,-3,-0.0017,0.0651,6.0101,1.5,547.0,29.5,0.000114,True
