comparison,n,mean,median,std,sem,ci95_low,ci95_high,t_stat,p_ttest_two_sided,wilcoxon_stat,p_wilcoxon_greater
participant-averaged combined_pc1_to_pc5 - baseline_only,204,0.005888064162585143,0.011293477689711298,0.06829225439332837,0.004781414186017603,-0.0032690510794093565,0.01487444471896777,1.2314482564183085,0.21957994590372673,12627.0,0.005043478143563046
